name,platform,release_date,score,user_score,developer,genre,critics,users
Secrets of the Ark: A Broken Sword Game,PC,13-Feb-07,73.0,5.9,SumoDigital,"Adventure,3D,Modern,Third-Person,Modern",31.0,40.0
Galactic Civilizations II: Dark Avatar,PC,14-Feb-07,91.0,7.8,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",22.0,49.0
Alien Shooter: Vengeance,PC,16-Feb-07,67.0,7.9,SigmaTeam,"Action,General,General",17.0,59.0
Supreme Commander,PC,20-Feb-07,86.0,8.3,GasPoweredGames,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command",44.0,311.0
Virtua Fighter 5,PlayStation3,20-Feb-07,85.0,7.3,SegaAM2,"Action,Fighting,Fighting,3D,3D",47.0,78.0
Sam & Max Episode 104: Abe Lincoln Must Die!,PC,22-Feb-07,80.0,7.5,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",24.0,44.0
flOw,PlayStation3,22-Feb-07,71.0,6.8,ThatGameCompany,"Miscellaneous,General,General",22.0,81.0
War Front: Turning Point,PC,23-Feb-07,73.0,7.7,DigitalReality,"Strategy,Real-Time,Historic,General",29.0,11.0
Jade Empire: Special Edition,PC,26-Feb-07,81.0,8.1,BioWare,"Role-Playing,Action RPG,Action RPG",29.0,284.0
Major League Baseball 2K7,PlayStation3,26-Feb-07,74.0,4.7,KushGames,"Sports,Traditional,Team,Baseball,Sim,Sim",19.0,7.0
The Sims 2 Seasons,PC,27-Feb-07,78.0,7.5,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",20.0,34.0
Formula One Championship Edition,PlayStation3,27-Feb-07,74.0,8.1,StudioLiverpool,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",55.0,67.0
Tekken 5: Dark Resurrection,PlayStation3,1-Mar-07,82.0,7.8,NamcoBandaiGames,"Action,Fighting,Fighting,3D,3D",20.0,44.0
Sherlock Holmes: The Awakened,PC,1-Mar-07,72.0,7.2,Frogwares,"Adventure,General,General",28.0,47.0
Titan Quest: Immortal Throne,PC,5-Mar-07,80.0,8.5,IronLoreEntertainment,"Role-Playing,Action RPG,Action RPG",23.0,259.0
Peggle Deluxe,PC,6-Mar-07,85.0,7.9,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",9.0,149.0
MotorStorm,PlayStation3,6-Mar-07,84.0,7.4,EvolutionStudios,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",9.0,263.0
NBA Street Homecourt,PlayStation3,6-Mar-07,81.0,6.2,EACanada,"Sports,Traditional,Team,Basketball,Arcade,Arcade",31.0,17.0
Def Jam: Icon,PlayStation3,6-Mar-07,68.0,4.1,EAChicago,"Action,Fighting,Fighting,3D,3D",38.0,48.0
Geometry Wars: Retro Evolved,PC,7-Mar-07,76.0,8.6,BizarreCreations,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",7.0,83.0
Battlefield 2142: Northern Strike,PC,8-Mar-07,77.0,8.5,EADICE,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",15.0,50.0
IL-2 Sturmovik: 1946,PC,13-Mar-07,86.0,8.7,1C:MaddoxGames,"Simulation,Flight,WWII,WWII,Combat",9.0,129.0
College Hoops 2K7,PlayStation3,13-Mar-07,81.0,7.1,2KSports,"Sports,Traditional,Team,Basketball,Sim,Sim",9.0,8.0
Making History: The Calm and the Storm,PC,13-Mar-07,70.0,8.5,MuzzyLaneSoftware,"Strategy,Turn-Based,Historic,General",19.0,72.0
Runaway: The Dream of the Turtle,PC,14-Mar-07,67.0,7.8,PenduloStudios,"Adventure,3D,Modern,Third-Person,Modern",26.0,73.0
Top Spin 2,PC,16-Mar-07,70.0,7.2,"Aspyr,2KSports","Sports,Traditional,Individual,Tennis,Tennis",8.0,21.0
The Elder Scrolls IV: Oblivion,PlayStation3,20-Mar-07,93.0,8.1,4JStudios,"Role-Playing,First-Person,First-Person,Western-Style",45.0,672.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,20-Mar-07,82.0,8.5,GSCGameWorld,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",44.0,1557.0
Virtua Tennis 3,PlayStation3,20-Mar-07,80.0,7.8,SegaAM3,"Sports,Traditional,Individual,Tennis,Tennis",35.0,34.0
Test Drive Unlimited,PC,20-Mar-07,79.0,8.1,EdenStudios,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",18.0,161.0
Silent Hunter: Wolves of the Pacific,PC,20-Mar-07,79.0,7.2,UbisoftRomania,"Simulation,Submarine,Submarine,Marine,Combat",22.0,45.0
Baseball Mogul 2008,PC,20-Mar-07,74.0,6.5,SportsMogul,"Sports,Traditional,Team,Baseball,Management,Sim",11.0,6.0
The Godfather: The Don's Edition,PlayStation3,20-Mar-07,70.0,7.4,EARedwoodShores,"Action Adventure,Historic,General,Historic,Open-World",31.0,32.0
Armored Core 4,PlayStation3,20-Mar-07,65.0,6.9,FromSoftware,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",36.0,32.0
Brian Lara International Cricket 2007,PC,23-Mar-07,71.0,8.6,Codemasters,"Sports,Alternative,Team,Cricket,Cricket",7.0,9.0
The Elder Scrolls IV: Shivering Isles,PC,26-Mar-07,86.0,8.3,BethesdaSoftworks,"Role-Playing,First-Person,First-Person,Western-Style",34.0,225.0
Command & Conquer 3: Tiberium Wars,PC,26-Mar-07,85.0,8,EALA,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",47.0,485.0
Sam & Max Episode 105: Reality 2.0,PC,29-Mar-07,82.0,7.7,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",23.0,20.0
Tom Clancy's Splinter Cell Double Agent,PlayStation3,30-Mar-07,78.0,6.4,UbisoftShanghai,"Action Adventure,Modern,General,Modern",17.0,48.0
Penumbra: Overture,PC,30-Mar-07,73.0,7.7,FrictionalGames,"Action Adventure,Horror,Horror,Survival",28.0,192.0
Theatre of War,PC,19-Apr-07,66.0,6.2,"Battlefront.com,1C,1CEntertainment","Strategy,Real-Time,Historic,General,Historic,Tactics",13.0,21.0
The Lord of the Rings Online: Shadows of Angmar,PC,24-Apr-07,86.0,8,TurbineInc.,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",40.0,294.0
F.E.A.R.,PlayStation3,24-Apr-07,72.0,7.6,Day1Studios,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",31.0,77.0
Sam & Max Episode 106: Bright Side of the Moon,PC,26-Apr-07,79.0,6.9,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",26.0,15.0
ArmA: Combat Operations,PC,4-May-07,74.0,7.6,BohemiaInteractive,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",27.0,85.0
UFO: Afterlight,PC,4-May-07,71.0,7.6,AltarInteractive,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",16.0,55.0
UFO: Extraterrestrials,PC,4-May-07,68.0,7,ChaosConcept,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,Tactics",15.0,35.0
Calling All Cars!,PlayStation3,10-May-07,74.0,7.1,"SCEA,IncognitoInc.","Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",23.0,13.0
MLB 07: The Show,PlayStation3,15-May-07,77.0,7.5,SCEASanDiegoStudios,"Sports,Traditional,Team,Baseball,Sim,Sim",30.0,17.0
Resident Evil 4,PC,15-May-07,76.0,7.7,Capcom,"Action Adventure,Horror,Horror,Survival",15.0,386.0
FreeStyle Street Basketball,PC,15-May-07,69.0,7.4,JCEntertainment,"Sports,Traditional,Team,Basketball,Arcade,Arcade",11.0,10.0
Shadowrun,PC,29-May-07,67.0,6.1,FASAStudio,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",30.0,37.0
Halo 2,PC,31-May-07,72.0,6,MicrosoftGameStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",32.0,260.0
Tomb Raider: Anniversary,PC,5-Jun-07,83.0,8,NixxesSoftware,"Action Adventure,Modern,Modern,Linear",26.0,314.0
Sword of the Stars: Born of Blood,PC,5-Jun-07,79.0,7.7,KerberosProductions,"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi",9.0,15.0
Nancy Drew: The White Wolf of Icicle Creek,PC,7-Jun-07,73.0,6.5,HerInteractive,"Adventure,General,General,Point-and-Click",9.0,12.0
Call of Juarez,PC,12-Jun-07,72.0,7.7,Techland,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",25.0,290.0
DiRT,PC,19-Jun-07,84.0,7.3,Codemasters,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",20.0,110.0
The Sims: Pet Stories,PC,19-Jun-07,67.0,7.6,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",10.0,22.0
The Darkness,PlayStation3,25-Jun-07,80.0,7.7,Starbreeze,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",35.0,126.0
The Bigs,PlayStation3,25-Jun-07,77.0,7.2,BlueCastleGames,"Sports,Traditional,Team,Baseball,Arcade,Arcade",19.0,12.0
Harry Potter and the Order of the Phoenix,PlayStation3,25-Jun-07,67.0,4.7,EAGames,"Action Adventure,Fantasy,General,Fantasy",35.0,39.0
Tom Clancy's Rainbow Six Vegas,PlayStation3,26-Jun-07,86.0,7.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",32.0,91.0
Overlord,PC,26-Jun-07,81.0,8.1,TriumphStudios,"Action Adventure,Fantasy,General,Fantasy",27.0,291.0
Lost Planet: Extreme Condition,PC,26-Jun-07,66.0,7.2,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",23.0,354.0
Super Stardust HD,PlayStation3,28-Jun-07,85.0,8.3,Housemarque,"Action,General,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",21.0,97.0
Ninja Gaiden Sigma,PlayStation3,3-Jul-07,88.0,7.7,TeamNinja,"Action Adventure,Fantasy,General,Fantasy",46.0,199.0
Sword of the New World: Granado Espada,PC,12-Jul-07,66.0,7.7,IMCGames,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic,Historic",18.0,49.0
All-Pro Football 2K8,PlayStation3,16-Jul-07,73.0,7.3,VisualConcepts,"Sports,Traditional,Team,Football,Sim,Sim",23.0,22.0
NCAA Football 08,PlayStation3,17-Jul-07,77.0,7.9,EASports,"Sports,Traditional,Team,Football,Sim,Sim",13.0,29.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,PC,17-Jul-07,76.0,7.1,"GRIN,UbisoftParis","Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",24.0,79.0
Sid Meier's Civilization IV: Beyond the Sword,PC,23-Jul-07,86.0,8.6,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",28.0,194.0
Piyotama,PlayStation3,9-Aug-07,70.0,6.8,SCEJapanStudio,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Matching,General",10.0,5.0
Madden NFL 08,PlayStation3,14-Aug-07,81.0,5.8,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",31.0,37.0
BioShock,PC,21-Aug-07,96.0,8.6,"IrrationalGames,2KMarin","Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",44.0,4814.0
Destination: Treasure Island,PC,21-Aug-07,74.0,7,KheopsStudio,"Adventure,First-Person,General,Point-and-Click,Fantasy",11.0,8.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation3,23-Aug-07,84.0,7.6,"RedStormEntertainment,UbisoftParis","Action,Shooter,Shooter,First-Person,Third-Person,Tactical,Modern,Modern",29.0,51.0
Two Worlds,PC,23-Aug-07,65.0,6.8,RealityPump,"Role-Playing,Third-Person,Third-Person,General",23.0,256.0
Medieval II: Total War Kingdoms,PC,28-Aug-07,85.0,8.8,CreativeAssembly,"Strategy,Real-Time,Historic,General",22.0,207.0
Warhawk,PlayStation3,28-Aug-07,84.0,8.3,IncognitoInc.,"Action,Simulation,Shooter,Flight,Shooter,Third-Person,Combat,Sci-Fi,Sci-Fi,Arcade",50.0,196.0
Tiger Woods PGA Tour 08,PlayStation3,28-Aug-07,79.0,6.6,EASaltLake,"Sports,Traditional,Individual,Golf,Sim,Sim",30.0,8.0
Tiger Woods PGA Tour 08,PlayStation3,28-Aug-07,79.0,6.6,EASaltLake,"Sports,Traditional,Individual,Golf,Sim,Sim",30.0,8.0
Guild Wars: Eye of the North,PC,28-Aug-07,79.0,8.5,ArenaNet,"Role-Playing,General,General,Massively Multiplayer",20.0,81.0
Super Puzzle Fighter II Turbo HD Remix,PlayStation3,30-Aug-07,82.0,7.4,BackboneEntertainment,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",7.0,14.0
Medal of Honor: Airborne,PC,4-Sep-07,78.0,7.3,ElectronicArts,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",38.0,257.0
The Sims 2: Bon Voyage,PC,4-Sep-07,74.0,7.5,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",9.0,28.0
NHL 2K8,PlayStation3,10-Sep-07,74.0,7,KushGames,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",24.0,4.0
NHL 08,PlayStation3,11-Sep-07,86.0,7,EACanada,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",23.0,24.0
DiRT,PlayStation3,11-Sep-07,83.0,8,Codemasters,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",32.0,38.0
NHL 08,PC,11-Sep-07,65.0,4.4,EACanada,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",8.0,20.0
Heavenly Sword,PlayStation3,12-Sep-07,79.0,8.2,NinjaTheory,"Action,Beat-'Em-Up,Beat-'Em-Up,3D",64.0,609.0
Galactic Assault: Prisoner of Power,PC,12-Sep-07,68.0,7.5,Wargaming.net,"Strategy,Turn-Based,Sci-Fi,General",15.0,47.0
Stuntman: Ignition,PlayStation3,17-Sep-07,76.0,6.1,ParadigmEntertainment,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",18.0,13.0
World in Conflict,PC,18-Sep-07,89.0,8.1,MassiveEntertainment,"Strategy,Real-Time,Modern,General",44.0,363.0
Stranglehold,PC,18-Sep-07,77.0,7.3,Midway,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",15.0,98.0
LocoRoco Cocoreccho!,PlayStation3,20-Sep-07,72.0,5.7,SCEJapanStudio,"Puzzle,Action,Platformer,Platformer,2D,2D",10.0,21.0
Blazing Angels 2: Secret Missions of WWII,PC,21-Sep-07,72.0,4.9,UbisoftRomania,"Simulation,Flight,WWII,WWII,Combat",9.0,9.0
Company of Heroes: Opposing Fronts,PC,24-Sep-07,87.0,8.6,Relic,"Strategy,Real-Time,Military,General,Military",36.0,250.0
Skate,PlayStation3,24-Sep-07,85.0,8.1,EABlackBox,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",31.0,71.0
The Settlers: Rise of an Empire,PC,25-Sep-07,66.0,7.2,BlueByte,"Strategy,General,Management,Government",19.0,50.0
Nostradamus: The Last Prophecy,PC,30-Sep-07,70.0,6.2,KheopsStudio,"Adventure,General,General",10.0,9.0
NBA Live 08,PlayStation3,1-Oct-07,73.0,6.8,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",28.0,10.0
Enemy Territory: Quake Wars,PC,2-Oct-07,84.0,8.3,SplashDamage,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",55.0,242.0
NBA 2K8,PlayStation3,2-Oct-07,81.0,6.8,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",18.0,19.0
Nancy Drew: Legend of the Crystal Skull,PC,8-Oct-07,79.0,6.8,HerInteractive,"Adventure,General,General,Point-and-Click",9.0,11.0
RACE 07: Official WTCC Game,PC,9-Oct-07,83.0,8.8,SimBin,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",22.0,195.0
Neverwinter Nights 2: Mask of The Betrayer,PC,9-Oct-07,82.0,8.5,ObsidianEntertainment,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",25.0,213.0
FIFA Soccer 08,PlayStation3,9-Oct-07,81.0,7.1,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",28.0,50.0
FIFA Soccer 08,PC,9-Oct-07,77.0,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",7.0,71.0
Sega Rally Revo,PlayStation3,9-Oct-07,75.0,7.1,SEGARacingStudio,"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",40.0,21.0
Folklore,PlayStation3,9-Oct-07,75.0,8.1,"GameRepublic,JapanStudio","Action Adventure,Fantasy,General,Fantasy",55.0,171.0
Thrillville: Off the Rails,PC,9-Oct-07,70.0,3.5,FrontierDevelopments,"Strategy,General,General",8.0,37.0
The Orange Box,PC,10-Oct-07,96.0,9.2,ValveSoftware,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",34.0,1804.0
Team Fortress 2,PC,10-Oct-07,92.0,9.1,ValveSoftware,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",17.0,6724.0
Portal,PC,10-Oct-07,90.0,9.2,ValveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",27.0,5187.0
Half-Life 2: Episode Two,PC,10-Oct-07,90.0,9.1,ValveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",21.0,2349.0
Puzzle Quest: Challenge of the Warlords,PC,10-Oct-07,84.0,7.8,InfiniteInteractive,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",7.0,98.0
Everyday Shooter,PlayStation3,11-Oct-07,83.0,7.3,BackboneEntertainment,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",26.0,24.0
Tony Hawk's Proving Ground,PlayStation3,15-Oct-07,73.0,6.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",36.0,21.0
Heroes of Might and Magic V: Tribes of the East,PC,16-Oct-07,70.0,8.7,NivalInteractive,"Strategy,Turn-Based,Fantasy,General,Fantasy",8.0,125.0
Death to Spies,PC,16-Oct-07,69.0,7.5,HaggardGames,"Action Adventure,Modern,General,Modern",14.0,39.0
Agatha Christie: Evil Under the Sun,PC,16-Oct-07,66.0,7.2,AWEGames,"Adventure,3D,Modern,Third-Person,Modern",18.0,20.0
Juiced 2: Hot Import Nights,PlayStation3,22-Oct-07,71.0,6.9,JuiceGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",10.0,9.0
Ratchet & Clank Future: Tools of Destruction,PlayStation3,23-Oct-07,89.0,8.8,"InsomniacGames,SCE/WWS","Action,Platformer,Platformer,3D,3D",70.0,774.0
Worldwide Soccer Manager 2008,PC,23-Oct-07,86.0,7.5,SportsInteractive,"Sports,Traditional,Team,Soccer,Management,Management",15.0,22.0
Flight Simulator X: Acceleration,PC,23-Oct-07,82.0,7.2,MicrosoftGameStudios,"Simulation,Flight,Modern Jet,Combat",15.0,30.0
Age of Empires III: The Asian Dynasties,PC,23-Oct-07,81.0,8.4,BigHugeGames,"Strategy,Real-Time,Historic,Historic,Command",19.0,95.0
Conan,PlayStation3,23-Oct-07,69.0,7.2,Nihilistic,"Action Adventure,Fantasy,General,Fantasy",35.0,48.0
The Eye of Judgment,PlayStation3,24-Oct-07,75.0,8.2,SCEJ,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",43.0,51.0
Painkiller: Overdose,PC,26-Oct-07,65.0,6.5,MindwareStudios,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",22.0,85.0
Guitar Hero III: Legends of Rock,PlayStation3,28-Oct-07,83.0,7.8,NeversoftEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",45.0,60.0
Stranglehold,PlayStation3,29-Oct-07,77.0,7.7,Midway,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",22.0,57.0
The Witcher,PC,30-Oct-07,81.0,8.7,CDProjektRedStudio,"Role-Playing,Action RPG,Action RPG",50.0,1449.0
Tabula Rasa,PC,30-Oct-07,78.0,7.7,NCSOFT,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi",34.0,111.0
The Simpsons Game,PlayStation3,30-Oct-07,71.0,7.5,EARedwoodShores,"Action,Platformer,Platformer,3D,3D",30.0,65.0
TimeShift,PC,30-Oct-07,71.0,7.5,SaberInteractive,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",30.0,171.0
Hellgate: London,PC,31-Oct-07,70.0,6.3,FlagshipStudios,"Role-Playing,First-Person,First-Person,Western-Style",40.0,400.0
Culpa Innata,PC,2-Nov-07,66.0,7.7,MomentumDMT,"Adventure,3D,Sci-Fi,Sci-Fi,Third-Person",13.0,44.0
Call of Duty 4: Modern Warfare,PlayStation3,5-Nov-07,94.0,8.4,InfinityWard,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",44.0,1170.0
Call of Duty 4: Modern Warfare,PC,5-Nov-07,92.0,8.5,InfinityWard,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",40.0,3197.0
Gears of War,PC,6-Nov-07,87.0,7.7,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",36.0,662.0
Supreme Commander: Forged Alliance,PC,6-Nov-07,81.0,8.8,GasPoweredGames,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command",35.0,269.0
LEGO Star Wars: The Complete Saga,PlayStation3,6-Nov-07,80.0,7.2,Traveller'sTales,"Action,Miscellaneous,General,General,Compilation",18.0,111.0
Viva Pinata,PC,6-Nov-07,78.0,7.8,"ClimaxGroup,ClimaxStudios","Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",20.0,30.0
Blazing Angels 2: Secret Missions of WWII,PlayStation3,6-Nov-07,70.0,7.2,UbisoftRomania,"Simulation,Flight,WWII,WWII,Combat",10.0,12.0
Championship Manager 2008,PC,6-Nov-07,68.0,6.4,BeautifulGameStudios,"Sports,Traditional,Team,Soccer,Management,Management",9.0,7.0
Sam & Max Episode 201: Ice Station Santa,PC,8-Nov-07,82.0,8.5,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",32.0,17.0
Avencast: Rise of the Mage,PC,8-Nov-07,68.0,7.1,ClockStoneSoftware,"Role-Playing,Action RPG,Action RPG",11.0,40.0
Fantasy Wars,PC,8-Nov-07,67.0,7.9,Ino-Co,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",22.0,52.0
Crysis,PC,13-Nov-07,91.0,8.1,Crytek,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",56.0,2503.0
EverQuest II: Rise of Kunark,PC,13-Nov-07,83.0,7.6,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",9.0,16.0
Assassin's Creed,PlayStation3,13-Nov-07,81.0,7.3,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",40.0,1015.0
Guitar Hero III: Legends of Rock,PC,13-Nov-07,79.0,7.6,Aspyr,"Action,Miscellaneous,Rhythm,Music,Music",15.0,80.0
WWE SmackDown vs. Raw 2008,PlayStation3,13-Nov-07,74.0,7.2,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",27.0,49.0
Need for Speed ProStreet,PlayStation3,13-Nov-07,73.0,6.5,EABlackBox,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",26.0,57.0
Need for Speed: ProStreet,PC,13-Nov-07,70.0,6.4,EAGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",18.0,248.0
Shadowgrounds Survivor,PC,14-Nov-07,79.0,7.4,"Frozenbyte,Inc.","Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",21.0,69.0
Uncharted: Drake's Fortune,PlayStation3,16-Nov-07,88.0,7.9,"NaughtyDog,SCE/WWS","Action Adventure,Modern,Modern,Linear",66.0,3327.0
Unreal Tournament III,PC,19-Nov-07,83.0,8,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",41.0,563.0
College Hoops 2K8,PlayStation3,19-Nov-07,82.0,5.9,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",18.0,7.0
Medal of Honor: Airborne,PlayStation3,19-Nov-07,75.0,7.7,ElectronicArts,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",16.0,52.0
Sega Rally Revo,PC,19-Nov-07,74.0,7.5,SEGARacingStudio,"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",9.0,21.0
TimeShift,PlayStation3,19-Nov-07,70.0,6.5,SaberInteractive,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",16.0,31.0
Rock Band,PlayStation3,20-Nov-07,92.0,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",35.0,124.0
Kane & Lynch: Dead Men,PC,20-Nov-07,67.0,6,IoInteractive,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",24.0,290.0
PAIN,PlayStation3,29-Nov-07,71.0,6.2,IdolMinds,"Action,General,General",37.0,41.0
High Velocity Bowling,PlayStation3,6-Dec-07,66.0,7.7,SCEA,"Sports,Alternative,Individual,Bowling,Bowling",14.0,25.0
Aquaria,PC,7-Dec-07,82.0,8.1,BitBlot,"Action Adventure,Fantasy,General,Fantasy",7.0,117.0
Universe at War: Earth Assault,PC,10-Dec-07,77.0,8.5,Petroglyph,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",48.0,144.0
The Orange Box,PlayStation3,11-Dec-07,89.0,8.2,EAGames,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi",21.0,211.0
Unreal Tournament III,PlayStation3,11-Dec-07,86.0,7.7,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",42.0,133.0
NCAA March Madness 08,PlayStation3,11-Dec-07,67.0,3.8,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",15.0,4.0
MX vs. ATV Untamed,PlayStation3,17-Dec-07,67.0,6.6,RainbowStudios,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",33.0,9.0
Sam & Max Episode 202: Moai Better Blues,PC,10-Jan-08,80.0,6.9,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",30.0,12.0
Savage 2: A Tortured Soul,PC,16-Jan-08,75.0,8.8,S2Games,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",16.0,101.0
Rail Simulator,PC,16-Jan-08,72.0,6.9,KujuEntertainment,"Simulation,Train,Vehicle,Train",13.0,24.0
Pirates of the Burning Sea,PC,21-Jan-08,76.0,7.6,FlyingLabSoftware,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic",30.0,64.0
Burnout Paradise,PlayStation3,22-Jan-08,87.0,7.7,CriterionGames,"Driving,Racing,Arcade,Arcade,Automobile",55.0,506.0
PixelJunk Monsters,PlayStation3,24-Jan-08,83.0,8.2,Q-Games,"Strategy,Real-Time,Fantasy,Fantasy,Defense",38.0,76.0
The Sims: Castaway Stories,PC,29-Jan-08,73.0,7.5,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",9.0,25.0
