title_id,title,platform,release_date,score,user_score,developer,genre,critics,users,franchise
2343,Friday The 13th: The Game - Ultimate Slasher Switch Edition,Switch,13-Aug-19,69,7.6,"BlackTowerStudios,NighthawkInteractive","Action Adventure,Survival",20,37,
2344,Fritz 8 Deluxe,PC,12/1/2004,80,6.7,ChessBase,"Miscellaneous,Board Games,Board Games,Board / Card Game",11,6,Fritz 8 Deluxe
2345,Fritz 9: Play Chess,PC,15-Dec-05,73,5.6,ChessBase,"Miscellaneous,Board Games,Board Games,Board / Card Game",12,5,
2346,Frogger 2: Swampy's Revenge,PC,1-Oct-00,72,8.3,"HasbroInteractive,BlitzGames","Action,General,General,Platformer,3D",11,13,Frogger
2347,From Dust,PC,8/17/2011,76,4.9,UbisoftMontpellier,"Strategy,Adventure,General,General,General",15,379,From Dust
2348,From Dust,PlayStation3,9/13/2011,81,7.0,UbisoftMontpellier,"Strategy,Adventure,General,General,General",11,34,From Dust
2349,Frontlines: Fuel of War,PC,25-Feb-08,73,6.9,KaosStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",19,178,
2350,Frostpunk,PC,4/24/2018,84,8.4,11bitstudios,"Action Adventure,Survival",67,677,Frostpunk
2351,Frostpunk: Console Edition,PlayStation4,10/11/2019,87,8.0,11bitstudios,"Action Adventure,Survival",18,82,Frostpunk
2352,Frostpunk: Console Edition,XboxOne,10/11/2019,84,8.2,11bitstudios,"Action Adventure,Survival",9,36,Frostpunk
2353,Frostpunk: The Last Autumn,PC,1/21/2020,79,7.9,11bitstudios,"Action Adventure,Survival",18,45,Frostpunk
2354,Frozen Cortex,PC,2/19/2015,79,6.5,Mode7Games,"General,Sports,Team,Futuristic",11,29,Frozen Cortex
2355,Frozen Synapse,PC,5/26/2011,85,7.5,Mode7Games,"Strategy,Turn-Based,General,Modern,Tactics",27,201,Frozen Synapse
2356,Frozen Synapse 2,PC,9/13/2018,76,7.4,Mode7Games,"Strategy,Real-Time,Tactics",20,14,Frozen Synapse
2357,FRU,XboxOne,7/13/2016,84,6.8,ThroughGames,"Miscellaneous,Puzzle,Action",24,37,FRU
2358,Fruit Ninja Kinect 2,XboxOne,18-Mar-15,69,7.1,HalfbrickStudios,"General,Action,Arcade",11,11,
2359,FTL: Faster Than Light,PC,9/14/2012,84,8.4,SubsetGames,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",42,1454,FTL
2360,Fuel,PlayStation3,2-Jun-09,67,7.4,AsoboStudio,"Driving,Racing,General,General",44,41,
2361,Fuel,PC,23-Jun-09,67,6.8,AsoboStudio,"Driving,Racing,General,General",16,99,
2362,Full Auto 2: Battlelines,PlayStation3,7-Dec-06,67,7.6,PseudoInteractive,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",43,25,
2363,Full Bore,PC,6-May-14,72,6.9,WholeHogGames,"Miscellaneous,Puzzle,General,Puzzle,General",11,15,
2364,Full Metal Furies,PC,1/17/2018,85,7.5,CellarDoorGames,"Action,Beat-'Em-Up,2D",8,50,Full Metal Furies
2365,Full Metal Furies,XboxOne,1/17/2018,75,6.0,CellarDoorGames,"Action,2D,Beat-'Em-Up",7,8,Full Metal Furies
2366,Full Mojo Rampage,PlayStation4,28-Jun-16,66,6.0,OvertheTopGames,"Role-Playing,Action RPG",11,6,
2367,Full Spectrum Warrior,PC,9/21/2004,80,7.1,PandemicStudios,"Strategy,Real-Time,Military,General,Military",26,38,Full Spectrum 
2368,Full Spectrum Warrior: Ten Hammers,PC,28-Mar-06,70,7.8,PandemicStudios,"Strategy,Real-Time,Military,General,Military",23,23,
2369,Full Throttle,PC,4/30/1995,86,8.6,LucasArts,"Adventure,General",8,181,Full Throttle
2370,Full Throttle Remastered,PC,4/18/2017,77,7.4,DoubleFineProductions,"Adventure,Point-and-Click",23,74,Full Throttle
2371,Full Throttle Remastered,PlayStation4,4/18/2017,76,7.4,DoubleFineProductions,"Adventure,Point-and-Click",17,48,Full Throttle
2372,Funky Lab Rat,PlayStation3,30-Nov-10,73,8.1,Hydravision,"Action,Platformer,Platformer,2D,2D",11,7,
2373,Furi,PlayStation4,7/5/2016,77,7.8,TheGameBakers,"Action,General,Fighting,3D",37,319,Furi
2374,Furi,PC,7/5/2016,76,7.9,TheGameBakers,"Action,General,Fighting,3D",12,165,Furi
2375,Furi,XboxOne,12/2/2016,77,7.6,TheGameBakers,"Action,General,Fighting,3D",8,22,Furi
2376,Furi,Switch,11-Jan-18,74,7.3,TheGameBakers,"Action,General,Fighting,3D",16,43,
2377,Fury Unleashed,PC,5/8/2020,79,6.8,AwesomeGamesStudio,"Action,Platformer,2D",8,14,Fury Unleashed
2378,Fury Unleashed,PlayStation4,5/8/2020,78,6.1,AwesomeGamesStudio,"Action,Platformer,2D",9,14,Fury Unleashed
2379,Fury Unleashed,Switch,5/8/2020,76,7.1,AwesomeGamesStudio,"Action,Platformer,2D",10,10,Fury Unleashed
2380,Future Unfolding,PC,3/15/2017,76,6.8,SpacesofPlay,"Action Adventure,Open-World",11,13,Future Unfolding
2381,Futuridium EP Deluxe,PlayStation4,30-Sep-14,73,5.6,MixedBag,"Action,Shooter,Rail",18,38,
2382,G-Force,PlayStation3,21-Jul-09,68,7.5,"EurocomEntertainmentSoftware,Eurocom","Action,General,Platformer,3D",22,13,
2383,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",PC,10/5/1999,80,8.3,SierraEntertainment,"Adventure,General,Point-and-Click",19,55,Gabriel Knight
2384,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,PC,15-Oct-14,74,7.7,PinkertonRoadStudio,"Adventure,General,General,Point-and-Click",38,93,
2385,Galactic Assault: Prisoner of Power,PC,12-Sep-07,68,7.5,Wargaming.net,"Strategy,Turn-Based,Sci-Fi,General",15,47,
2386,Galactic Civilizations,PC,3/26/2003,83,7.7,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",18,32,Galactic Civilizations
2387,Galactic Civilizations II: Dark Avatar,PC,2/14/2007,91,7.8,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",22,49,Galactic Civilizations
2388,Galactic Civilizations II: Dread Lords,PC,2/21/2006,86,7.7,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",39,75,Galactic Civilizations
2389,Galactic Civilizations II: Twilight of the Arnor,PC,4/30/2008,92,8.3,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",19,138,Galactic Civilizations
2390,Galactic Civilizations III,PC,3/27/2014,81,6.6,Stardock,"Strategy,Turn-Based,General,4X",31,219,Galactic Civilizations
2391,Galactic Civilizations III: Crusade,PC,5/4/2017,85,6.9,Stardock,"Strategy,Turn-Based,4X",10,20,Galactic Civilizations
2392,Galactic Civilizations III: Mercenaries,PC,18-Feb-16,66,5.6,Stardock,"General,Strategy,Turn-Based,4X",7,5,Galactic Civilizations
2393,Galactic Civilizations: Altarian Prophecy,PC,11/12/2004,77,6.9,Stardock,"Strategy,Turn-Based,Real-Time,Sci-Fi,4X",11,7,Galactic Civilizations
2394,Galaga Legions DX,PlayStation3,2-Aug-11,72,7.7,NamcoBandaiGames,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical",7,7,
2395,Galak-Z: The Dimensional,PlayStation4,8/4/2015,82,7.1,17-Bit,"General,Shooter,Scrolling,Scrolling,Action,Shooter,Shoot-'Em-Up,Vertical",42,138,Galak-Z
2396,Galak-Z: The Dimensional,PC,10/29/2015,78,6.0,17-Bit,"Action,Shooter,Shoot-'Em-Up,Vertical",7,10,Galak-Z
2397,Galcon Fusion,PC,11-Feb-10,68,6.4,PhilHassey,"Strategy,General,General",8,27,
2398,Game Dev Tycoon,PC,28-Apr-13,68,8.0,GreenheartGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",21,1104,
2399,Game of Thrones: A Telltale Games Series,PlayStation4,17-Nov-15,69,6.4,TelltaleGames,"Action,Adventure,General,Point-and-Click",7,272,Game of Thrones
2400,Game of Thrones: Episode Five - A Nest of Vipers,PlayStation4,7/21/2015,77,6.8,TelltaleGames,"Action,Adventure,General,Point-and-Click",11,37,Game of Thrones
2401,Game of Thrones: Episode Five - A Nest of Vipers,PC,21-Jul-15,74,6.6,TelltaleGames,"Action,Adventure,General,Point-and-Click",25,75,Game of Thrones
2402,Game of Thrones: Episode Five - A Nest of Vipers,XboxOne,22-Jul-15,72,6.9,TelltaleGames,"Action,Adventure,General,Point-and-Click",10,15,Game of Thrones
2403,Game of Thrones: Episode Four - Sons of Winter,XboxOne,5/26/2015,80,7.1,TelltaleGames,"Action,Adventure,General,Point-and-Click",8,26,Game of Thrones
2404,Game of Thrones: Episode Four - Sons of Winter,PC,5/26/2015,77,7.7,TelltaleGames,"Action,Adventure,General,Point-and-Click",27,84,Game of Thrones
2405,Game of Thrones: Episode Four - Sons of Winter,PlayStation4,26-May-15,73,7.0,TelltaleGames,"Action,Adventure,General,Point-and-Click",15,46,Game of Thrones
2406,Game of Thrones: Episode One - Iron From Ice,PlayStation4,12/2/2014,77,7.3,TelltaleGames,"Action,Adventure,General,Point-and-Click",18,143,Game of Thrones
2407,Game of Thrones: Episode One - Iron From Ice,PC,12/2/2014,75,7.3,TelltaleGames,"Action,Adventure,General,Point-and-Click",44,304,Game of Thrones
2408,Game of Thrones: Episode One - Iron From Ice,XboxOne,12/3/2014,80,7.9,TelltaleGames,"Action,Adventure,General,Point-and-Click",14,81,Game of Thrones
2409,Game of Thrones: Episode Six - The Ice Dragon,XboxOne,11/17/2015,80,7.8,TelltaleGames,"Action,General,Adventure,Point-and-Click",7,29,Game of Thrones
2410,Game of Thrones: Episode Six - The Ice Dragon,PlayStation4,11/17/2015,75,6.7,TelltaleGames,"Action,General,Adventure,Point-and-Click",13,47,Game of Thrones
2411,Game of Thrones: Episode Six - The Ice Dragon,PC,17-Nov-15,70,6.3,TelltaleGames,"Action,General,Adventure,Point-and-Click",24,88,Game of Thrones
2412,Game of Thrones: Episode Three - The Sword in the Darkness,PC,3/24/2015,77,7.7,TelltaleGames,"Action,Adventure,General,Point-and-Click",30,108,Game of Thrones
2413,Game of Thrones: Episode Three - The Sword in the Darkness,PlayStation4,24-Mar-15,70,7.1,TelltaleGames,"Action,Adventure,General,Point-and-Click",16,52,Game of Thrones
2414,Game of Thrones: Episode Three - The Sword in the Darkness,XboxOne,3/25/2015,80,7.8,TelltaleGames,"Action,Adventure,General,Point-and-Click",9,33,Game of Thrones
2415,Game of Thrones: Episode Two - The Lost Lords,PC,3-Feb-15,73,7.7,TelltaleGames,"Action,Adventure,General,Point-and-Click",35,136,Game of Thrones
2416,Game of Thrones: Episode Two - The Lost Lords,PlayStation4,3-Feb-15,69,6.9,TelltaleGames,"Action,Adventure,General,Point-and-Click",16,68,Game of Thrones
2417,Game of Thrones: Episode Two - The Lost Lords,XboxOne,2/4/2015,76,7.4,TelltaleGames,"Action,Adventure,General,Point-and-Click",11,34,Game of Thrones
2418,Gang Beasts,PlayStation4,12-Dec-17,68,6.7,Boneloaf,"Action,Miscellaneous,General,Party / Minigame",17,55,
2419,Gary Grigsby's World at War,PC,3/25/2005,77,6.1,2By3Games,"Strategy,Turn-Based,Historic,Historic",12,10,Gary Grigsby's World at War
2420,Gas Guzzlers Extreme,PC,8-Oct-13,73,8.6,Gamepires,"Simulation,Driving,Car Combat,Vehicle,Combat",9,153,
2421,Gateways,PC,12-Sep-12,72,7.6,SmudgedCatGames,"Action,Platformer,Platformer,2D,2D",8,21,
2422,Gatling Gears,PlayStation3,6/28/2011,76,7.4,VanguardGames,"Action,Strategy,Shooter,General,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",11,11,Gatling Gears
2423,Gato Roboto,PC,5/30/2019,79,7.2,Doinksoft,"Action,Platformer,2D",11,23,Gato Roboto
2424,Gato Roboto,Switch,30-May-19,72,7.1,Doinksoft,"Action,Platformer,2D",25,43,
2425,Gauntlet (2014),PC,23-Sep-14,68,7.1,WarnerBros.InteractiveEntertainment,"Role-Playing,PC-style RPG,Western-Style",38,177,
2426,Gauntlet: Slayer Edition,PlayStation4,11-Aug-15,71,6.7,ArrowheadGameStudios,"Role-Playing,Western-Style",21,113,
2427,Gears 5,XboxOne,9/6/2019,84,8.2,TheCoalition,"Action,Shooter,Third-Person,Arcade",89,2861,Gears
2428,Gears 5,PC,9/10/2019,82,6.8,TheCoalition,"Action,Shooter,Third-Person,Arcade",24,657,Gears
2429,Gears of War,PC,11/6/2007,87,7.7,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",36,662,Gears of War
2430,Gears of War 4,PC,10/11/2016,86,6.7,TheCoalition,"Action,Shooter,Third-Person,Arcade",22,470,Gears of War
2431,Gears of War 4,XboxOne,10/11/2016,84,7.0,TheCoalition,"Sci-Fi,Action,Shooter,Third-Person,Arcade",99,1467,Gears of War
2432,Gears of War: Ultimate Edition,XboxOne,8/25/2015,82,7.7,"SplashDamage,TheCoalition","Action,Shooter,Third-Person,Arcade",74,714,Gears of War
2433,Gears of War: Ultimate Edition for Windows 10,PC,1-Mar-16,73,4.2,"EpicGames,SplashDamage,TheCoalition","Action,Shooter,Third-Person,Arcade",26,139,Gears of War
2434,Gears Tactics,PC,4/28/2020,80,7.7,"SplashDamage,TheCoalition","Strategy,Turn-Based,Tactics",92,409,Gears
2435,Gekido: Kintaro's Revenge,Switch,22-Mar-18,65,7.2,NapsTeam,"Action,Beat-'Em-Up,2D",7,11,
2436,Gemini Rue,PC,2/24/2011,82,8.3,"WadjetEyeGames,JoshuaNuernberger","Adventure,General,Third-Person,General,Point-and-Click,Sci-Fi",24,209,Gemini Rue
2437,Genesis Alpha One,XboxOne,29-Jan-19,69,4.0,RadiationBlue,"Action,Shooter,First-Person,Arcade",16,25,
2438,Genesis Alpha One,PC,29-Jan-19,67,4.8,RadiationBlue,"Action,Shooter,First-Person,Arcade",16,50,
2439,Genesis Alpha One,PlayStation4,29-Jan-19,65,4.3,RadiationBlue,"Action,Shooter,First-Person,Arcade",20,35,
2440,Genital Jousting,PC,18-Jan-18,68,8.5,FreeLives,"Miscellaneous,Party / Minigame",15,64,
2441,Genshin Impact,PC,9/28/2020,84,5.4,miHoYo,"Role-Playing,Action RPG",18,952,Genshin Impact
2442,Genshin Impact,PlayStation4,9/28/2020,80,6.2,miHoYo,"Role-Playing,Action RPG",22,522,Genshin Impact
2443,Geoff Crammond's Grand Prix 4,PC,9/10/2002,77,8.7,"Atari,MicroProse,AtariSA","Driving,Racing,Simulation,Formula One,Formula One,Automobile",14,31,Geoff Crammond
2444,Geometry Wars 3: Dimensions,PlayStation4,11/25/2014,85,7.4,LucidGames,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",25,90,Geometry Wars
2445,Geometry Wars 3: Dimensions,PC,11/25/2014,79,6.2,LucidGames,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",9,37,Geometry Wars
2446,Geometry Wars 3: Dimensions,XboxOne,11/26/2014,82,7.7,LucidGames,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",27,40,Geometry Wars
2447,Geometry Wars: Retro Evolved,PC,3/7/2007,76,8.6,BizarreCreations,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",7,83,Geometry Wars
2448,Get Even,PC,6/20/2017,75,7.5,TheFarm51,"Modern,Action,Shooter,First-Person,Arcade",31,105,Get Even
2449,Get Even,XboxOne,23-Jun-17,73,7.5,TheFarm51,"Modern,Action,Shooter,First-Person,Arcade",14,37,
2450,Get Even,PlayStation4,23-Jun-17,71,7.3,TheFarm51,"Modern,Action,Shooter,First-Person,Arcade",36,87,
2451,Ghost 1.0,PC,6/7/2016,80,7.3,@unepic_fran,"Action Adventure,Open-World",7,23,Ghost 1.0
2452,Ghost Blade HD,XboxOne,28-Feb-17,72,6.4,HUCAST,"Action,Shooter,Shoot-'Em-Up,Vertical",8,7,
2453,Ghost Giant,PlayStation4,4/16/2019,80,7.1,Zoink!,"Adventure,General",32,40,Ghost Giant
2454,Ghost Master,PC,8/26/2003,81,7.9,SickPuppies,"Strategy,Real-Time,Fantasy,General,Fantasy",28,92,Ghost Master
2455,Ghost of a Tale,PC,3/13/2018,75,8.3,"GhostofaTale,SeithCG","Fantasy,Action Adventure,General",25,104,Ghost of a Tale
2456,Ghost of Tsushima,PlayStation4,7/17/2020,83,9.2,SuckerPunch,"General,Action Adventure,Open-World",122,17420,Ghost of Tsush
2457,Ghost Pirates of Vooju Island,PC,30-Aug-10,66,5.8,AutumnMoon,"Adventure,3D,Point-and-Click,First-Person,Sci-Fi,Sci-Fi",14,4,
2458,Ghostbusters: The Video Game,PlayStation3,6/16/2009,78,7.9,TerminalReality,"Action,General,General",74,113,Ghostbusters
2459,Ghostbusters: The Video Game,PC,16-Jun-09,74,7.8,TerminalReality,"Action,General,General",26,152,
2460,Ghostbusters: The Video Game Remastered,Switch,4-Oct-19,73,6.7,SaberInteractive,"Action,General",10,24,
2461,Ghostbusters: The Video Game Remastered,XboxOne,4-Oct-19,68,6.3,SaberInteractive,"Action,General",9,13,
2462,Ghostbusters: The Video Game Remastered,PlayStation4,4-Oct-19,66,6.8,SaberInteractive,"Action,General",25,53,
2463,Ghostrunner,PC,10/27/2020,80,8.3,ONEMORELEVEL,"Adventure,General",51,176,Ghostrunner
2464,Ghostrunner,PC,10/27/2020,80,8.3,ONEMORELEVEL,"Adventure,General",51,176,Ghostrunner
2465,Ghostrunner,PlayStation4,10/27/2020,77,8.0,ONEMORELEVEL,"Adventure,General",9,46,Ghostrunner
2466,Ghostrunner,XboxOne,10/27/2020,76,8.6,ONEMORELEVEL,"Adventure,General",7,21,Ghostrunner
2467,Giana Sisters: Twisted Dreams,PC,10/22/2012,77,7.7,BlackForestGames,"Action,Platformer,Platformer,2D,2D",21,166,Giana Sisters
2468,Giana Sisters: Twisted Dreams - Owltimate Edition,Switch,25-Sep-18,74,7.8,BlackForestGames,"Action,Platformer,2D",11,8,
2469,Giants: Citizen Kabuto,PC,12/6/2000,85,8.6,PlanetMoonStudios,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",27,99,Giants
2470,Gibbous -  A Cthulhu Adventure,PC,7-Aug-19,74,6.5,StuckInAttic,"Adventure,General",14,47,
2471,Giga Wrecker Alt.,PlayStation4,12-Apr-19,67,1.6,GameFreak,"Action,Platformer,2D",11,5,
2472,Giga Wrecker Alt.,Switch,12-Apr-19,67,4.0,GameFreak,"Action,Platformer,2D",17,6,
2473,Gigantic,PC,7/20/2017,76,8.5,Motiga,"Strategy,Real-Time,MOBA",12,41,Gigantic
2474,Gigantic,XboxOne,20-Jul-17,74,7.5,Motiga,"Strategy,Real-Time,MOBA",12,30,
2475,Gigantic Army,PC,5-Feb-14,73,6.4,AstroPort,"General,Action,General",7,10,
2476,Giraffe and Annika,PC,17-Feb-20,67,6.5,AtelierMimina,"Adventure,3D,Third-Person",7,6,
2477,Gish,PC,9/17/2004,80,7.1,ChronicLogic,"Action,Platformer,Platformer,2D,2D",11,59,Gish
2478,Gladiator: Sword of Vengeance,PC,18-Nov-03,69,7.5,"Acclaim,AcclaimStudiosManchester","Action,Action Adventure,Beat-'Em-Up,Beat-'Em-Up,Linear,2D",7,28,
2479,Global Agenda,PC,1-Feb-10,70,7.8,Hi-RezStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",16,356,
2480,Global Operations,PC,3/25/2002,79,7.7,BarkingDog,"Action,Shooter,Shooter,First-Person,Tactical,Modern",13,20,Global Operations
2481,Glory of the Roman Empire,PC,3-Jul-06,66,7.5,"Haemimont,HaemimontGames","Strategy,City Building,Management,Historic,Historic,Government",34,8,
2482,GNOG,PlayStation4,5/2/2017,77,6.9,KO-OP,"Adventure,General",29,32,GNOG
2483,God Eater 2: Rage Burst,PlayStation4,30-Aug-16,69,7.3,Shift,"Role-Playing,Action RPG",35,111,
2484,God Eater 2: Rage Burst,PC,29-Aug-16,73,6.6,"Shift,QLOC","Role-Playing,Action RPG",18,51,
2485,God Eater 3,PC,8-Feb-19,71,6.3,"BandaiNamcoGames,MarvelousFirstStudio","Role-Playing,Action RPG",7,33,
2486,God Eater 3,PlayStation4,8-Feb-19,71,7.4,"BandaiNamcoGames,MarvelousFirstStudio","Role-Playing,Action RPG",60,60,
2487,God Eater 3,Switch,12-Jul-19,74,7.2,"BandaiNamcoGames,MarvelousFirstStudio","Role-Playing,Action RPG",13,31,
2488,God Eater Resurrection,PlayStation4,29-Jun-16,70,7.0,"Shift,BandaiNamcoGames","Role-Playing,Action RPG",18,77,
2489,GoD Factory: Wingmen,PC,8/29/2014,76,6.6,NineDotsStudio,"Simulation,Sci-Fi,Space,Small Spaceship,Combat",11,18,GoD Factory
2490,God of War,PlayStation4,4/20/2018,94,9.2,SCESantaMonica,"Action Adventure,Linear",118,16298,God of War
2491,God of War Collection,PlayStation3,11/17/2009,91,8.7,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",50,678,God of War
2492,God of War III,PlayStation3,3/16/2010,92,8.8,SCESantaMonica,"Action Adventure,Fantasy,Fantasy,Linear",101,3304,God of War
2493,God of War III Remastered,PlayStation4,7/14/2015,81,8.2,WholesaleAlgorithms,"Action Adventure,Linear",67,1133,God of War
2494,God of War: Ascension,PlayStation3,3/12/2013,80,7.6,SCESantaMonica,"Action Adventure,Fantasy,Fantasy,Linear",89,1176,God of War
2495,God of War: Origins Collection,PlayStation3,9/13/2011,84,8.6,ReadyatDawn,"Miscellaneous,Compilation,Compilation",58,269,God of War
2496,God Wars The Complete Legend,Switch,4-Sep-18,70,7.1,Kadokawa,"Miscellaneous,Compilation,Strategy,Turn-Based,Tactics",9,10,
2497,God Wars: Future Past,PlayStation4,28-Mar-17,74,6.7,Kadokawa,"Strategy,Turn-Based,Tactics",16,31,
2498,God's Trigger,PC,4/18/2019,75,8.2,ONEMORELEVEL,"Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",7,58,God's Trigger
2499,God's Trigger,XboxOne,4/18/2019,79,7.9,"Techland,ONEMORELEVEL","Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",7,30,God's Trigger
2500,God's Trigger,PlayStation4,18-Apr-19,71,7.5,"Techland,ONEMORELEVEL","Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",15,33,
2501,Goetia,PC,4/14/2016,79,7.1,Sushee,"Adventure,Point-and-Click",7,15,Goetia
2502,Golazo!,Switch,12-Sep-19,67,4.4,PurpleTreeStudio,"Sports,Team,Soccer,Arcade",7,5,
2503,GoldenEye 007: Reloaded,PlayStation3,1-Nov-11,72,6.2,"EurocomEntertainmentSoftware,Eurocom","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",38,62,
2504,Golf Peaks,Switch,3/14/2019,78,7.8,Afterburn,"Sports,Individual,Golf,Arcade",22,16,Golf Peaks
2505,Golf Story,Switch,9/28/2017,78,8.3,SideBarGames,"Action Adventure,General",39,307,Golf Story
2506,Golf With Your Friends,XboxOne,19-May-20,68,4.8,BlacklightInteractive,"Sports,Individual,Golf,Arcade",12,17,
2507,Gone Home,PC,8/15/2013,86,5.4,TheFullbrightCompany,"Sci-Fi,Sci-Fi,Adventure,3D,First-Person",56,2178,Gone Home
2508,Gone Home: Console Edition,PlayStation4,1/12/2016,85,4.6,"TheFullbrightCompany,MidnightCity","Adventure,3D,First-Person",11,477,Gone Home
2509,GoNNER,Switch,6/29/2017,79,7.5,ArtinHeart,"Action,Platformer,2D",14,50,GoNNER
2510,Good Job!,Switch,3/26/2020,78,7.7,"Nintendo,PaladinStudios","Action,General",28,32,Good Job!
2511,Goodbye Deponia,PC,10/17/2013,80,7.8,DaedalicEntertainment,"Adventure,General,General",34,220,Goodbye Deponia
2512,GORN,PlayStation4,19-May-20,68,4.6,FreeLives,"Action,General",11,11,
2513,Gorogoa,PC,12/14/2017,84,8.5,"JasonRoberts,BuriedSignal","Puzzle,General",32,126,Gorogoa
2514,Gorogoa,Switch,12/14/2017,83,7.8,"JasonRoberts,BuriedSignal","Puzzle,General",16,47,Gorogoa
2515,Gotham City Impostors,PlayStation3,7-Feb-12,72,7.0,MonolithProductions,"Action,Adventure,Shooter,Shooter,First-Person,Fantasy,Fantasy,Fantasy,Arcade",25,45,
2516,Gotham City Impostors,PC,7-Feb-12,65,6.6,MonolithProductions,"Action,Adventure,Shooter,Shooter,First-Person,Fantasy,Fantasy,Fantasy,Arcade",14,134,
2517,Gothic,PC,11/23/2001,81,8.8,PiranhaBytes,"Role-Playing,General,General",14,1008,Gothic
2518,Gothic II,PC,10/28/2003,79,9.0,PiranhaBytes,"Role-Playing,PC-style RPG,Western-Style",20,1076,Gothic
2519,Graceful Explosion Machine,Switch,4/6/2017,77,7.9,VertexPop,"Action,Shooter,Shoot-'Em-Up,Horizontal",19,83,Graceful Explosion Machine
2520,Gran Turismo 5,PlayStation3,11/24/2010,84,7.8,PolyphonyDigital,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",82,1255,Gran Turismo
2521,Gran Turismo 5 Prologue,PlayStation3,4/15/2008,80,7.1,PolyphonyDigital,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",67,134,Gran Turismo
2522,Gran Turismo 6,PlayStation3,12/6/2013,81,8.0,PolyphonyDigital,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",81,915,Gran Turismo
2523,Gran Turismo Sport,PlayStation4,10/17/2017,75,6.0,PolyphonyDigital,"Racing,Simulation,Automobile",83,1617,Gran Turismo
2524,Granblue Fantasy: Versus,PlayStation4,3/3/2020,78,6.4,ArcSystemWorks,"Action,Fighting,2D",54,81,Granblue Fantasy
2525,Grand Ages: Rome,PC,17-Mar-09,72,7.8,"Haemimont,HaemimontGames","Strategy,Real-Time,Historic,General,Historic",18,47,
2526,Grand Kingdom,PlayStation4,6/21/2016,78,7.3,SpikeChunsoft,"Strategy,Turn-Based,Tactics",33,91,Grand Kingdom
2527,Grand Prix 3,PC,8/24/2000,87,7.2,"HasbroInteractive,Atari","Driving,Racing,Simulation,Formula One,Formula One,Automobile",12,27,Grand Prix
2528,Grand Slam Tennis 2,PlayStation3,14-Feb-12,73,5.4,EASports,"Sports,Traditional,Individual,Tennis,Tennis",36,20,
2529,Grand Theft Auto III,PC,5/20/2002,93,8.3,"DMADesign,RockstarNorth","Action Adventure,Modern,Modern,Open-World",20,1254,Grand Theft Auto
2530,Grand Theft Auto IV,PlayStation3,4/29/2008,98,7.6,RockstarNorth,"Action Adventure,Modern,Modern,Open-World",64,3806,Grand Theft Auto
2531,Grand Theft Auto IV,PC,12/2/2008,90,6.9,RockstarToronto,"Action Adventure,Modern,Modern,Open-World",40,2985,Grand Theft Auto
2532,Grand Theft Auto V,PlayStation3,9/17/2013,97,8.3,RockstarNorth,"Modern,Action Adventure,Modern,Open-World",50,4568,Grand Theft Auto
2533,Grand Theft Auto V,XboxOne,11/18/2014,97,7.8,RockstarNorth,"Action Adventure,Modern,Open-World",14,1285,Grand Theft Auto
2534,Grand Theft Auto V,PlayStation4,11/18/2014,97,8.4,RockstarNorth,"Action Adventure,Modern,Open-World",66,5899,Grand Theft Auto
2535,Grand Theft Auto V,PC,4/13/2015,96,7.8,RockstarNorth,"Modern,Action Adventure,Open-World",57,6661,Grand Theft Auto
2536,Grand Theft Auto: San Andreas,PC,6/7/2005,93,8.9,RockstarNorth,"Action Adventure,Modern,Modern,Open-World",47,3074,Grand Theft Auto
2537,Grand Theft Auto: Vice City,PC,5/12/2003,94,8.8,RockstarNorth,"Action Adventure,Modern,Modern,Open-World",30,2435,Grand Theft Auto
