title_id,title,platform,release_date,score,user_score,developer,genre,critics,users,franchise
0,.hack//G.U. Last Recode,PlayStation4,11/3/2017,76,8.1,CyberConnect2,"Miscellaneous,Compilation",21,64,hack
1,.hack//G.U. Last Recode,PC,3-Nov-17,69,8.0,CyberConnect2,"Miscellaneous,Compilation",7,25,hack
2,#IDARB,XboxOne,1/30/2015,77,6.9,OtherOceanInteractive,"Action,General",31,88,#IDARB
3,007: Quantum of Solace,PlayStation3,4-Nov-08,65,6.6,Treyarch,"Action,General,Shooter,Shooter,First-Person,Modern,Modern,Arcade",42,59,007: Quantum of Solace
4,007: Quantum of Solace,PC,4-Nov-08,70,6.1,"Treyarch,Beenox","Action,General,Shooter,Shooter,First-Person,Modern,Modern,Arcade",18,64,007: Quantum of Solace
5,0RBITALIS,PC,28-May-15,73,7.3,AlanZucconi,"Miscellaneous,Puzzle,Action",9,4,0RBITALIS
6,10 Second Ninja,PC,5-Mar-14,72,7.1,GameDesignDan,"Action,Platformer,2D",13,16,10 Second Ninja
7,10 Second Ninja X,XboxOne,7/19/2016,82,4.5,GameDesignDan,"Action,Platformer,2D",10,8,10 Second Ninja
8,10 Second Ninja X,PlayStation4,7/19/2016,76,5.4,GameDesignDan,"Action,Platformer,2D",16,22,10 Second Ninja
9,1001 Spikes,PlayStation4,6/3/2014,78,6.5,Nicalis,"Action,Platformer,Platformer,2D,2D",8,37,1001 Spikes
10,11-11: Memories Retold,PC,8-Nov-18,73,6.6,DigixartEntertainment,"Adventure,General,3D,Third-Person",11,24,11-11: Memories Retold
11,11-11: Memories Retold,XboxOne,11/9/2018,77,7.3,DigixartEntertainment,"Adventure,General,3D,Third-Person",9,8,11-11: Memories Retold
12,11-11: Memories Retold,PlayStation4,11/9/2018,77,7.7,DigixartEntertainment,"Adventure,General,3D,Third-Person",33,54,11-11: Memories Retold
13,112 Operator,PC,23-Apr-20,73,7.6,JutsuGames,"Strategy,General",10,14,112 Operator
14,13 Sentinels: Aegis Rim,PlayStation4,9/22/2020,86,8.9,Vanillaware,"Role-Playing,Action RPG,Adventure,General",65,94,13 Sentinels
15,1503 A.D. - The New World,PC,23-Mar-03,74,7.6,SunflowersInteractive,"Strategy,Real-Time,Historic,General,Historic",14,21,1503 A.D.
16,1701 A.D.,PC,11/6/2006,79,7.8,RelatedDesigns,"Strategy,Real-Time,Historic,General,Historic",30,45,1701 A.D.
17,1942: Joint Strike,PlayStation3,24-Jul-08,69,5.9,BackboneEntertainment,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",20,16,1942: Joint Strike
18,1979 Revolution: Black Friday,PlayStation4,31-Jul-18,70,6.0,iNKStories,"Adventure,General",10,11,1979 Revolution: Black Friday
19,1979 Revolution: Black Friday,Switch,8/2/2018,77,7.6,iNKStories,"Adventure,General",7,13,1979 Revolution: Black Friday
20,1979 Revolution: Black Friday,PC,4/4/2016,80,7.5,"N-FusionInteractiveEntertainmentCorp.,iNKStories","Adventure,General",25,76,1979 Revolution: Black Friday
21,198X,PlayStation4,16-Jul-19,74,5.9,Hi-BitStudios,"Action,Miscellaneous,Platformer,Party / Minigame,2D",7,15,198X
22,198X,Switch,23-Jan-20,65,7.0,Hi-BitStudios,"Action,Miscellaneous,Platformer,Party / Minigame,2D",10,16,198X
23,1nsane,PC,5-Feb-01,69,7.5,Invictus,"Driving,Racing,Simulation,Rally / Offroad,Automobile",14,28,1nsane
24,2002 FIFA World Cup,PC,4/30/2002,80,7.4,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",9,63,FIFA
25,2010 FIFA World Cup South Africa,PlayStation3,4/27/2010,82,7.8,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",56,65,FIFA
26,2014 FIFA World Cup Brazil,PlayStation3,15-Apr-14,73,4.5,EACanada,"Sports,Traditional,Team,Soccer,Sim",33,93,FIFA
27,2064: Read Only Memories,PlayStation4,1/17/2017,76,3.4,MidBoss,"General,Adventure,Point-and-Click",14,547,2064: Read Only Memories
28,2064: Read Only Memories INTEGRAL,Switch,26-Jul-18,74,6.7,MidBoss,"Adventure,Point-and-Click",7,12,2064: Read Only Memories
29,20XX,Switch,7/10/2018,77,7.7,BatterystapleGames,"Action,Platformer,2D",14,14,20XX
30,2Dark,PC,10-Mar-17,68,5.5,Gloomywood,"Action Adventure,General",14,32,2Dark
31,2Dark,XboxOne,10-Mar-17,65,6.9,Gloomywood,"Action Adventure,General",9,9,2Dark
32,3 on 3 NHL Arcade,PlayStation3,5-Feb-09,66,7.1,EACanada,"Sports,Traditional,Team,Ice Hockey,Arcade,Arcade",20,23,NHL
33,3000th Duel,Switch,19-Feb-20,71,8.3,NEOPOPCORNCorp,"Action Adventure,General",8,58,3000th Duel
34,39 Days to Mars,PC,25-Apr-18,71,4.6,It'sAnecdotal,"Puzzle,Action",10,8,39 Days to Mars
35,3D Dot Game Heroes,PlayStation3,5/11/2010,77,8.1,SiliconStudio,"Role-Playing,Action RPG,Action RPG",66,103,3D Dot Game Heroes
36,428: Shibuya Scramble,PlayStation4,9/4/2018,85,7.7,SpikeChunsoft,"Action Adventure,General",19,25,428: Shibuya Scramble
37,4x4 EVO 2,PC,30-Oct-01,69,7.3,TerminalReality,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",9,15,4x4 Evolution
38,4x4 Evolution,PC,29-Oct-00,73,6.5,TerminalReality,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",23,19,4x4 Evolution
39,50 Cent: Blood on the Sand,PlayStation3,24-Feb-09,72,6.8,SwordfishStudios,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",37,68,50 Cent: Blood on the Sand
40,60 Parsecs!,PC,18-Sep-18,70,6.9,RobotGentleman,"Adventure,General",9,12,
41,8-Bit Armies,PC,22-Apr-16,69,7.2,Petroglyph,"Strategy,Real-Time,Command",9,20,
42,80 DAYS,Switch,10/1/2019,84,7.8,inkle,"Adventure,Visual Novel",8,9,80 DAYS
43,80 Days (2015),PC,9/29/2015,84,7.4,"inkle,CapeGuy","Adventure,Visual Novel",8,36,80 DAYS
44,88 Heroes,PlayStation4,24-Mar-17,72,5.8,"RisingStarGames,BitmapBureau","Action,Platformer,2D",8,5,88 Heroes
45,88 Heroes: 98 Heroes Edition,Switch,10-Oct-17,65,6.4,BitmapBureau,"Action,Platformer,2D",10,8,88 Heroes
46,9 Monkeys of Shaolin,PC,16-Oct-20,70,8.8,Sobaka,"Action,Beat-'Em-Up,3D",7,4,9 Monkeys of Shaolin
47,911 Operator,PC,24-Feb-17,68,7.1,JutsuGames,"Simulation,Virtual,Career",7,39,
48,A Bird Story,PC,7-Nov-14,66,6.9,FreebirdGames,"General,Action,General",18,145,
49,A Case of Distrust,PC,2/8/2018,77,5.5,TheWanderingBen,"Adventure,General",11,11,A Case of Distrust
50,A Fisherman's Tale,PC,1/10/2019,78,5.0,InnerspaceVR,"Adventure,General",8,8,A Fisherman's Tale
51,A Fisherman's Tale,PlayStation4,22-Jan-19,70,5.6,InnerspaceVR,"Adventure,General",14,12,
52,A Fold Apart,PC,4/16/2020,77,7.8,LightningRodGames,"Adventure,General",15,4,A Fold Apart
53,A Golden Wake,PC,9-Oct-14,68,6.0,GrundislavGames,"Miscellaneous,Adventure,General,Point-and-Click",17,20,
54,A Hat in Time,PC,10/5/2017,79,8.6,GearsforBreakfast,"Action,Platformer,3D",39,423,A Hat in Time
55,A Hat in Time,PlayStation4,12/5/2017,79,8.1,GearsforBreakfast,"Action,Platformer,3D",17,92,A Hat in Time
56,A Hat in Time,XboxOne,6-Dec-17,74,7.9,GearsforBreakfast,"Action,Platformer,3D",17,50,A Hat in Time
57,A Hat in Time,Switch,10/18/2019,76,8.0,GearsforBreakfast,"Action,Platformer,3D",7,41,A Hat in Time
58,A New Beginning: Final Cut,PC,11-Dec-12,72,6.8,DaedalicEntertainment,"Adventure,General,General",20,84,
59,A Normal Lost Phone,PC,26-Jan-17,71,6.8,AccidentalQueens,"Simulation,General",8,16,
60,A Normal Lost Phone,Switch,1-Mar-18,73,6.8,PlugInDigital,"Simulation,General",10,13,
61,A Pixel Story,PC,30-Mar-15,74,5.8,LamplightStudios,"Action,Platformer,2D",14,5,
62,A Plague Tale: Innocence,PC,5/13/2019,81,8.5,AsoboStudio,"Action Adventure,General,Linear",33,887,A Plague Tale: Innocence
63,A Plague Tale: Innocence,XboxOne,5/14/2019,83,8.4,AsoboStudio,"Action Adventure,General,Linear",22,312,A Plague Tale: Innocence
64,A Plague Tale: Innocence,PlayStation4,5/14/2019,81,8.5,AsoboStudio,"Action Adventure,General,Linear",61,861,A Plague Tale: Innocence
65,A Robot Named Fight!,Switch,26-Apr-18,71,7.6,MattBitner,"Action,Platformer,2D",9,22,
66,A Short Hike,PC,7/30/2019,80,8.4,adamgryu,"Adventure,General",8,77,A Short Hike
67,A Short Hike,Switch,8/18/2020,88,8.4,adamgryu,"Adventure,General",13,59,A Short Hike
68,A Story About My Uncle,PC,30-Jul-12,73,7.1,"JacobAntonucci,GoneNorthGames","Platformer,3D,Action,Platformer,3D",24,149,
69,A Total War Saga: Thrones of Britannia,PC,5/2/2018,75,5.4,CreativeAssembly,"Strategy,Real-Time,General",51,145,A Total War Saga
70,A Total War Saga: TROY,PC,13-Aug-20,74,6.0,CreativeAssembly,"Strategy,Real-Time,General",49,195,
71,A Virus Named TOM,PC,1-Aug-12,65,6.2,MisfitsAttic,"Miscellaneous,Puzzle,Action,Puzzle,Action",9,60,
72,A Way Out,XboxOne,3/23/2018,79,7.6,Hazelight,"Action Adventure,General",26,164,A Way Out
73,A Way Out,PlayStation4,3/23/2018,78,7.9,Hazelight,"Action Adventure,General",62,734,A Way Out
74,A Way Out,PC,3/23/2018,78,7.6,Hazelight,"Action,Action Adventure,General",16,461,A Way Out
75,AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,PC,9/3/2009,81,7.1,DejobaanGames,"Action,Sports,General,Platformer,3D",15,97,AaaaaAAaaaAAAaaAAAAaAAAAA!!!
76,Aaero,XboxOne,4/11/2017,80,6.5,MadFellowsLtd,"Action,Shooter,Rail",13,11,Aaero
77,Aaero,PlayStation4,4/11/2017,77,5.1,MadFellowsLtd,"Action,Shooter,Rail",8,9,Aaero
78,Aaero: Complete Edition,Switch,12/24/2018,80,8.0,MadFellowsLtd,"Action,Shooter,Rail",7,6,Aaero
79,Aarklash: Legacy,PC,12-Sep-13,72,7.7,"Cyanide,CyanideStudios","Strategy,Adventure,Real-Time,General,Tactics",13,106,
80,Absolver,PC,8/29/2017,75,5.9,Sloclap,"Role-Playing,Action RPG",41,91,Absolver
81,Absolver,PlayStation4,29-Aug-17,69,5.4,Sloclap,"Role-Playing,Action RPG",25,77,
82,Abyss Odyssey,PlayStation3,15-Jul-14,70,6.2,ACETeam,"Action Adventure,Fantasy,Linear",7,13,
83,Abyss Odyssey,PC,15-Jul-14,69,7.3,ACETeam,"Action Adventure,Fantasy,Linear",26,81,
84,Abyss Odyssey: Extended Dream Edition,PlayStation4,28-Jul-15,65,5.4,ACETeam,"Action Adventure,Linear",16,9,
85,ABZU,PC,8/2/2016,83,6.9,GiantSquid,"Action Adventure,Adventure,General,3D,Third-Person",19,285,ABZU
86,ABZU,PlayStation4,8/2/2016,78,7.6,GiantSquid,"Fantasy,Action Adventure,Adventure,General,3D,Third-Person",72,336,ABZU
87,ABZU,Switch,11/29/2018,80,7.8,GiantSquid,"Adventure,3D,Third-Person",21,25,ABZU
88,ACA NeoGeo: Metal Slug 3,Switch,3/9/2017,76,7.7,"SNKPlaymore,Hamster","Action,Miscellaneous,Shooter,Compilation,Shoot-'Em-Up,Horizontal",7,35,ACA NeoGeo
89,ACA NeoGeo: Shock Troopers,Switch,9-Mar-17,70,6.8,Saurus,"Action,Shooter,Shoot-'Em-Up,Top-Down",7,19,
90,Ace Combat 7: Skies Unknown,XboxOne,1/18/2019,79,8.0,BandaiNamcoGames,"Simulation,Flight,Combat",17,105,Ace Combat
91,Ace Combat 7: Skies Unknown,PlayStation4,1/18/2019,80,8.0,ProjectAces,"Simulation,Flight,Combat",69,331,Ace Combat
92,Ace Combat 7: Skies Unknown,PC,1/31/2019,78,7.0,ProjectAces,"Simulation,Flight,Combat",14,168,Ace Combat
93,Ace Combat Assault Horizon: Enhanced Edition,PC,1/24/2013,77,5.8,"ProjectAces,QLOC","Action,Simulation,Flight,Flight,Combat",14,181,Ace Combat
94,Ace Combat: Assault Horizon,PlayStation3,10/11/2011,77,6.9,ProjectAces,"Action,Simulation,Flight,Flight,Combat",28,97,Ace Combat
95,Aces of the Luftwaffe: Squadron,Switch,17-Nov-17,71,7.0,HandyGames,"Action,Shooter,Shoot-'Em-Up,Top-Down,Vertical",7,8,
96,Act of Aggression,PC,2-Sep-15,71,7.1,EugenSystems,"Military,Strategy,Real-Time,General",37,98,
97,Act of War: Direct Action,PC,3/15/2005,82,7.8,EugenSystems,"Strategy,Real-Time,Military,General,Military",43,51,Act of War
98,Act of War: High Treason,PC,30-May-06,74,7.5,EugenSystems,"Strategy,Real-Time,Military,General,Military",8,28,Act of War
99,Action Henk,PC,11-May-15,74,7.4,RageSquid,"Action,Platformer,2D,3D",8,17,
100,Action Henk,PlayStation4,8-Mar-16,73,5.6,RageSquid,"Action,Platformer,2D,3D",11,14,
101,Advent Rising,PC,9-Aug-05,70,8.6,GlyphXGames,"Action Adventure,Sci-Fi,Sci-Fi,General",19,133,Advent Rising
102,Adventure Time: Finn and Jake Investigations,XboxOne,20-Oct-15,66,5.5,ViciousCycle,"Adventure,3D,Third-Person",9,11,
103,Adventures of Pip,PC,17-Mar-15,72,7.0,TicTocGames,"Action,Platformer,2D",9,6,
104,Adventures of Pip,PlayStation4,18-Aug-15,74,6.8,TicTocGames,"Action,Platformer,2D",8,6,
105,Aegis Defenders,PC,2/8/2018,76,5.6,GUTSDepartment,"Role-Playing,Action RPG",11,5,Aegis Defenders
106,Aegis Defenders,Switch,8-Feb-18,74,7.0,"HumbleBundle,GUTSDepartment","Role-Playing,Action RPG",23,23,
107,AER: Memories of Old,XboxOne,25-Oct-17,71,7.1,DaedalicEntertainment,"Action Adventure,General,Open-World",9,13,
108,AER: Memories of Old,PlayStation4,25-Oct-17,70,6.9,DaedalicEntertainment,"Action Adventure,General,Open-World",10,34,
109,AER: Memories of Old,Switch,28-Aug-19,73,6.9,DaedalicEntertainment,"Action Adventure,Open-World",8,7,
110,AER: Memories of Old,PC,25-Oct-17,69,6.6,"DaedalicEntertainment,ForgottenKey","Action Adventure,General,Open-World",18,43,
111,Afro Samurai,PlayStation3,27-Jan-09,65,6.2,"NamcoBandaiGamesAmerica,NamcoBandaiGames","Action,Beat-'Em-Up,Beat-'Em-Up,2D",52,36,
112,After Burner Climax,PlayStation3,4/22/2010,75,6.7,SegaAM2,"Simulation,Flight,Modern Jet,Modern Jet,Combat",24,22,After Burner Climax
113,Aftercharge,XboxOne,10-Jan-19,69,5.5,ChainsawesomeGames,"Action,Shooter,First-Person,Tactical",9,8,
114,Afterparty,PC,10/29/2019,75,6.8,NightSchoolStudio,"Adventure,General",24,47,Afterparty
115,Afterparty,XboxOne,10/29/2019,75,6.8,NightSchoolStudio,"Adventure,General",12,35,Afterparty
116,Afterparty,PlayStation4,29-Oct-19,70,6.8,NightSchoolStudio,"Adventure,General",11,23,
117,Afterparty,Switch,6-Mar-20,74,7.1,NightSchoolStudio,"Adventure,General",8,14,
118,Agatha Christie: And Then There Were None,PC,30-Oct-05,68,7.5,AWEGames,"Adventure,First-Person,3D,Point-and-Click,Modern,Third-Person,Modern",28,35,Agatha Christie
119,Agatha Christie: Evil Under the Sun,PC,16-Oct-07,66,7.2,AWEGames,"Adventure,3D,Modern,Third-Person,Modern",18,20,Agatha Christie
120,Agatha Christie: The ABC Murders,PC,4-Feb-16,66,8.5,Kalypso,"Adventure,General,Point-and-Click",0,16,Agatha Christie
121,Agatha Christie's The ABC Murders,PlayStation4,23-Feb-16,67,6.0,Microids,"Adventure,3D,Third-Person",17,22,Agatha Christie
122,Agatha Christie's The ABC Murders,XboxOne,23-Feb-16,66,6.6,Microids,"Adventure,3D,Third-Person",7,10,Agatha Christie
123,Age of Booty,PlayStation3,16-Oct-08,74,5.7,CertainAffinity,"Strategy,Miscellaneous,Real-Time,Party,Fantasy,General,Fantasy",8,18,
124,Age of Conan: Hyborian Adventures,PC,5/20/2008,80,7.3,Funcom,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",44,825,Age of Conan
125,Age of Conan: Rise of the Godslayer,PC,5/11/2010,83,7.6,Funcom,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",14,60,Age of Conan
126,Age of Empires,PC,9/30/1997,83,8.7,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",9,361,Age of Empires
127,Age of Empires II: Definitive Edition,PC,11/14/2019,84,8.9,"EnsembleStudios,ForgottenEmpiresLLC","Strategy,Real-Time,Command",32,229,Age of Empires
128,Age of Empires II: HD Edition,PC,9-Apr-13,68,7.9,"EnsembleStudios,HiddenPathEntertainment","Strategy,Miscellaneous,Real-Time,Compilation,Historic,Command",20,630,Age of Empires
129,Age of Empires II: The Age of Kings,PC,9/30/1999,92,9.1,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",21,1165,Age of Empires
130,Age of Empires II: The Conquerors Expansion,PC,8/24/2000,88,9.1,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",21,428,Age of Empires
131,Age of Empires III,PC,10/18/2005,81,7.8,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",52,669,Age of Empires
132,Age of Empires III: Definitive Edition,PC,10/15/2020,75,5.2,Tantalus,"Strategy,Real-Time,Command",44,50,Age of Empires
133,Age of Empires III: The Asian Dynasties,PC,10/23/2007,81,8.4,BigHugeGames,"Strategy,Real-Time,Historic,Historic,Command",19,95,Age of Empires
134,Age of Empires III: The WarChiefs,PC,10/17/2006,80,7.8,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",26,96,Age of Empires
135,Age of Empires Online,PC,16-Aug-11,70,5.7,GasPoweredGames,"Strategy,Real-Time,Historic,Historic,Command",44,186,Age of Empires
136,Age of Empires: Definitive Edition,PC,20-Feb-18,69,6.2,"MicrosoftGameStudios,ForgottenEmpiresLLC","Strategy,Real-Time,Command",50,146,Age of Empires
137,Age of Mythology,PC,11/1/2002,89,8.9,EnsembleStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",31,652,Age of Empires
138,Age of Mythology: Extended Edition,PC,8-May-14,66,7.3,EnsembleStudios,"Strategy,Real-Time,General,Fantasy",7,158,Age of Mythology
139,Age of Mythology: The Titans,PC,9/30/2003,84,8.8,EnsembleStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",25,164,Age of Mythology
140,Age of Wonders II: The Wizard's Throne,PC,6/12/2002,86,8.4,TriumphStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",20,66,Age of Wonders
141,Age of Wonders III,PC,3/31/2014,80,8.0,TriumphStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",35,594,Age of Wonders
142,Age of Wonders III - Eternal Lords,PC,4/14/2015,80,8.4,TriumphStudios,"Strategy,Turn-Based,General",10,111,Age of Wonders
143,Age of Wonders III - Golden Realms,PC,9/18/2014,82,8.5,TriumphStudios,"Fantasy,Strategy,Turn-Based,General",8,98,Age of Wonders
144,Age of Wonders: Planetfall,XboxOne,8/6/2019,85,6.5,TriumphStudios,"Strategy,Turn-Based,General",10,25,Age of Wonders
145,Age of Wonders: Planetfall,PC,8/6/2019,81,7.5,TriumphStudios,"Strategy,Turn-Based,General",42,93,Age of Wonders
146,Age of Wonders: Shadow Magic,PC,7/25/2003,82,8.5,TriumphStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",22,98,Age of Wonders
147,Agent A: A Puzzle In Disguise,Switch,8/29/2019,79,7.7,Yak&Co,"Puzzle,General",9,15,Agent A
148,Agents of Mayhem,XboxOne,15-Aug-17,73,6.3,VolitionInc.,"Action Adventure,Open-World",18,54,Agents of Mayhem
149,Agents of Mayhem,PC,15-Aug-17,68,5.4,VolitionInc.,"Action Adventure,Open-World",22,109,Agents of Mayhem
150,Aggressors: Ancient Rome,PC,8/30/2018,76,8.2,KubatSoftware,"Strategy,Turn-Based,4X",7,13,Aggressors: Ancient Rome
151,AI War: Fleet Command,PC,5/14/2009,80,7.9,"ArcenGames,LLC","Strategy,Real-Time,Sci-Fi,Sci-Fi,General",8,109,AI
152,AI: The Somnium Files,Switch,9/17/2019,86,8.9,SpikeChunsoft,"Action Adventure,General",12,499,AI
153,AI: The Somnium Files,PlayStation4,9/17/2019,80,8.9,SpikeChunsoft,"Action Adventure,General",20,307,AI
154,Aion,PC,9/22/2009,76,6.6,NCSOFT,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",42,452,Aion
155,Airborne Assault: Highway to the Reich,PC,12/10/2003,81,6.1,PantherGames,"Strategy,Real-Time,Wargame,Real-Time,General",11,8,Airborne Assault
156,Airborne Assault: Red Devils Over Arnhem,PC,6/17/2002,82,7.4,PantherGames,"Strategy,Wargame,Turn-Based",8,5,Airborne Assault
157,Airfix Dogfighter,PC,1/14/2000,75,7.7,ParadoxInteractive,"Simulation,Flight,Modern Jet,Modern Jet,Combat",7,39,Airfix Dogfighter
158,Airscape: The Fall of Gravity,PC,8/11/2015,75,6.6,Cross-Product,"Action,Platformer,2D",9,15,Airscape: The Fall of Gravity
159,Akane,Switch,17-May-19,69,7.4,LudicStudios,"Action,Beat-'Em-Up,2D",14,16,
160,Akimi Village,PlayStation3,15-Jun-11,69,3.6,NinjaBee,"Miscellaneous,General,General",12,7,
161,Al Emmo and the Lost Dutchman's Mine,PC,9/6/2006,77,7.1,HimalayaStudios,"Adventure,Third-Person,Point-and-Click,Modern,Modern",7,21,Al Emmo and the Lost Dutchman's Mine
162,Alan Wake,PC,2/16/2012,83,8.0,RemedyEntertainment,"Action Adventure,Modern,Horror,Horror,Survival",30,1892,Alan Wake
163,Alan Wake's American Nightmare,PC,22-May-12,73,6.6,RemedyEntertainment,"Action Adventure,Modern,General,Modern,Linear",15,388,
164,Albion Online,PC,17-Jul-17,72,5.2,SandboxInteractive,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic",8,168,
165,Alder's Blood,Switch,13-Mar-20,74,7.6,ShockworkGames,"Strategy,Turn-Based,Tactics",12,21,
166,Alice: Madness Returns,PC,6/14/2011,75,8.4,SpicyHorse,"Action Adventure,Adventure,General,Horror,Horror,Survival",29,665,Alice: Madness Returns
167,Alice: Madness Returns,PlayStation3,14-Jun-11,70,8.0,SpicyHorse,"Action Adventure,Horror,Horror,Survival",51,211,
168,Alien Breed,PlayStation3,12-Feb-13,68,3.8,Team17,"Action,General,General,Shooter,Shoot-'Em-Up,Top-Down",7,8,
169,Alien Breed: Impact,PlayStation3,5-Oct-10,71,6.3,Team17,"Action Adventure,Horror,Horror,Survival",7,12,
170,Alien Shooter: Vengeance,PC,16-Feb-07,67,7.9,SigmaTeam,"Action,General,General",17,59,
171,Alien Swarm,PC,7/19/2010,77,8.2,ValveSoftware,"Action,Shooter,Shooter,Third-Person,Tactical,Modern",11,440,Alien Swarm
172,Alien: Isolation,PC,10/6/2014,81,8.5,CreativeAssembly,"Action Adventure,Sci-Fi,General,Survival",41,1941,Alien: Isolation
173,Alien: Isolation,PlayStation4,10/7/2014,79,8.2,CreativeAssembly,"Action Adventure,Sci-Fi,General,Survival",50,1160,Alien: Isolation
174,Alien: Isolation,XboxOne,10/7/2014,78,8.0,CreativeAssembly,"Action Adventure,Sci-Fi,General,Survival",24,396,Alien: Isolation
175,Alien: Isolation,Switch,12/5/2019,83,8.5,"CreativeAssembly,FeralInteractive","Action Adventure,Survival",27,68,Alien: Isolation
176,Alienation,PlayStation4,4/26/2016,79,7.8,Housemarque,"Sci-Fi,Action,Shooter,Third-Person,Shoot-'Em-Up,Arcade,Top-Down",63,211,Alienation
177,Aliens Versus Predator 2,PC,10/31/2001,85,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",27,209,Aliens vs Predator
178,Aliens vs. Predator,PC,16-Feb-10,68,7.4,Rebellion,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",35,1057,Aliens vs Predator
179,Aliens vs. Predator,PlayStation3,16-Feb-10,65,7.3,Rebellion,"Action,General,Shooter,First-Person,Sci-Fi,Arcade",57,180,Aliens vs Predator
180,All Zombies Must Die!,PlayStation3,27-Dec-11,67,4.6,Doublesix,"Action,General,General,Shooter,Shoot-'Em-Up,Top-Down",20,15,
181,All-Pro Football 2K8,PlayStation3,16-Jul-07,73,7.3,VisualConcepts,"Sports,Traditional,Team,Football,Sim,Sim",23,22,
182,Allegiance,PC,3/31/2000,86,7.3,MicrosoftGameStudios,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",17,16,Allegiance
183,Alone in the Dark: Inferno,PlayStation3,18-Nov-08,69,5.5,EdenStudios,"Action Adventure,Horror,Horror,Survival",25,66,Alone in the Dark
184,Alone in the Dark: The New Nightmare,PC,25-Jun-01,66,7.7,SpiralHouse,"Action Adventure,Horror,Horror,Survival",16,43,Alone in the Dark
185,Alone With You,PlayStation4,23-Aug-16,72,6.8,BenjaminRivers,"Adventure,General",18,13,
186,Alone With You,PC,9-Feb-17,74,5.3,BenjaminRivers,"Adventure,General",13,7,
187,Alpha Protocol,PC,1-Jun-10,72,7.5,ObsidianEntertainment,"Role-Playing,Console-style RPG,Console-style RPG,Western-Style",25,575,
188,Alwa's Awakening,PC,2-Feb-17,71,6.7,EldenPixels,"Action Adventure,Open-World",13,10,
189,Alwa's Legacy,Switch,9/29/2020,80,8.0,EldenPixels,"Action Adventure,General",13,7,Alwa's Legacy
190,Always Sometimes Monsters,PC,21-May-14,73,7.2,VagabondDog,"General,Adventure,General",26,81,
191,Amazing Discoveries In Outer Space,PlayStation4,2-Feb-16,71,5.7,CosmicPicnic,"Action,General,Action Adventure,Open-World",14,9,
192,America's Army,PC,7/4/2002,82,5.8,U.S.Army,"Action,Shooter,Shooter,First-Person,Tactical,Modern",13,35,America's Army
193,American Conquest,PC,2/5/2003,76,7.8,GSCGameWorld,"Strategy,Real-Time,Historic,Historic,Command",15,55,American Conquest
194,American Conquest: Fight Back,PC,29-Sep-03,66,7.9,GSCGameWorld,"Strategy,Real-Time,Historic,Historic,Command",10,24,American Conquest
195,American Fugitive,PC,21-May-19,66,6.6,FallenTreeGames,"Action Adventure,Sandbox,Open-World",8,19,
196,American Fugitive,PlayStation4,21-May-19,66,5.5,FallenTreeGames,"Action Adventure,Sandbox,Open-World",9,17,
197,American Fugitive,XboxOne,24-May-19,68,6.3,FallenTreeGames,"Action Adventure,Sandbox,Open-World",8,7,
198,American McGee's Alice,PC,12/6/2000,85,8.0,RogueEntertainment,"Action Adventure,Horror,Horror,Survival",34,200,American McGee's Alice
199,American Truck Simulator,PC,2/2/2016,76,7.0,SCSSoftware,"Simulation,Vehicle,Civilian",31,248,American Truck Simulator
200,AMID EVIL,PC,6/20/2019,85,7.1,Indefatigable,"Action Adventure,General",9,64,AMID EVIL
201,Amnesia Collection,PlayStation4,11/22/2016,78,7.0,FrictionalGames,"Miscellaneous,Compilation",27,79,Amnesia
202,Amnesia Collection,Switch,9/12/2019,76,7.5,FrictionalGames,"Miscellaneous,Compilation",7,11,Amnesia
203,Amnesia: A Machine for Pigs,PC,10-Sep-13,72,5.9,FrictionalGames,"Horror,Horror,Action Adventure,Survival",59,904,Amnesia
