Game Name,Franchise,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
Marvel vs. Capcom: Infinite,Marvel,2017,16,2001,Action,Tier 4,12,69,58,5.3,Capcom,,"Action,Fighting,2D"
Marvel: Ultimate Alliance,Marvel,2006,5,2001,Role-Play,Tier 2,22,82,77,7.8,RavenSoftware,0.01,"Role-Playing,Action RPG,Action RPG"
Marvel: Ultimate Alliance,Marvel,2006,5,2001,Role-Play,Tier 3,35,78,62,7.7,RavenSoftware,0.38,"Role-Playing,Action RPG,Action RPG"
Marvel: Ultimate Alliance 2,Marvel,2009,8,2001,Role-Play,Tier 3,48,74,61,7.2,VicariousVisions,0.73,"Role-Playing,Action RPG,Action RPG"
Marvel's Avengers,Marvel,2020,19,2001,Action,Tier 4,90,67,2048,5.1,"CrystalDynamics,EidosMontreal",,"Action,General"
Marvel's Avengers,Marvel,2020,19,2001,Action,Tier 4,14,67,252,3.8,"CrystalDynamics,EidosMontreal",,"Action,General"
Marvel's Avengers,Marvel,2020,19,2001,Action,Tier 4,21,68,242,3.2,"CrystalDynamics,EidosMontreal",,"Action,General"
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Marvel,2017,16,2001,Action,Tier 3,12,74,16,5.8,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Marvel,2017,16,2001,Action,Tier 3,29,72,51,5.7,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Marvel,2017,16,2001,Action,Tier 3,21,70,34,5.6,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,Marvel,2017,16,2001,Action,Tier 3,12,72,27,6.0,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,Marvel,2017,16,2001,Action,Tier 3,9,70,23,4.4,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,Marvel,2017,16,2001,Action,Tier 3,10,72,15,7.2,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,Marvel,2017,16,2001,Action,Tier 3,8,70,6,4.8,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,Marvel,2017,16,2001,Action,Tier 4,7,65,16,6.4,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Marvel,2017,16,2001,Action,Tier 3,7,73,5,6.8,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Marvel,2017,16,2001,Action,Tier 3,9,71,19,6.6,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Marvel,2017,16,2001,Action,Tier 4,8,68,13,6.7,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',Marvel,2017,16,2001,Action,Tier 3,10,72,13,6.2,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',Marvel,2017,16,2001,Action,Tier 4,9,68,15,7.6,TelltaleGames,,"Action,General,Adventure,3D,Third-Person"
Marvel's Guardians of the Galaxy: The Telltale Series,Marvel,2017,16,2001,Action,Tier 3,7,78,54,7.3,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Marvel's Iron Man VR,Marvel,2020,19,2001,Action,Tier 3,68,73,171,6.2,"Camouflaj,LLC,SonyInteractiveEntertainment",,"Action,General"
Marvel's Spider-Man,Marvel,2018,17,2001,Action Adventure,Tier 2,116,87,6051,8.7,InsomniacGames,,"Action Adventure,Open-World"
Marvel's Spider-Man: Silver Lining,Marvel,2018,17,2001,Action Adventure,Tier 3,20,75,107,7.1,InsomniacGames,,"Action Adventure,Open-World"
Marvel's Spider-Man: The Heist,Marvel,2018,17,2001,Action Adventure,Tier 3,25,76,168,6.8,InsomniacGames,,"Action Adventure,Open-World"
Marvel's Spider-Man: Turf Wars,Marvel,2018,17,2001,Action Adventure,Tier 3,22,70,104,6.1,InsomniacGames,,"Action Adventure,Open-World"
Spider-Man,Marvel,2001,0,2001,Action Adventure,Tier 4,11,68,45,8.3,GrayMatter,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Spider-Man: Shattered Dimensions,Marvel,2010,9,2001,Action,Tier 3,57,74,133,7.7,Beenox,0.44,"Action,Adventure,Beat-''Em-Up,Fantasy,Third-Person,Fantasy,3D"
Spider-Man: Shattered Dimensions,Marvel,2010,9,2001,Action,Tier 4,7,68,89,7.6,Beenox,,"Action,Adventure,Beat-''Em-Up,Fantasy,Third-Person,Fantasy,3D"
Spider-Man: The Movie,Marvel,2002,1,2001,Action,Tier 3,16,75,39,7.3,GrayMatter,,"Action,Action Adventure,Shooter,Beat-''Em-Up,Open-World,Third-Person,2D,3D,Fantasy"
Spider-Man: Web of Shadows,Marvel,2008,7,2001,Action,Tier 4,44,67,78,7.7,"Treyarch,ShabaGames",0.26,"Action,General,General"
Ultimate Marvel vs. Capcom 3,Marvel,2011,10,2001,Action,Tier 2,36,80,138,6.6,Capcom,0.09,"Action,Fighting,Fighting,2D,2D"
Ultimate Marvel vs. Capcom 3,Marvel,2016,15,2001,Action,Tier 3,27,77,63,7.5,Capcom,,"Action,Fighting,2D"
Ultimate Spider-Man,Marvel,2005,4,2001,Action,Tier 3,26,75,105,8.2,Beenox,,"Action,Action Adventure,Beat-''Em-Up,General,Beat-''Em-Up"
X-Men Legends II: Rise of Apocalypse,Marvel,2005,4,2001,Role-Play,Tier 2,24,80,55,8.3,"RavenSoftware,Beenox",,"Role-Playing,Action RPG,Action RPG"
X-Men Origins: Wolverine,Marvel,2009,8,2001,Action,Tier 3,22,77,179,7.9,RavenSoftware,,"Action,General,Beat-''Em-Up,2D,3D"
X-Men Origins: Wolverine,Marvel,2009,8,2001,Action,Tier 3,61,73,101,7.8,RavenSoftware,,"Action,Beat-''Em-Up,Beat-''Em-Up,2D,3D"
Mary Skelter 2,Mary Skelter 2,2019,0,2019,Role-Play,Tier 3,14,75,17,7.7,CompileHeart,,"Role-Playing,Roguelike"
Mass Effect,Mass Effect,2008,0,2008,Role-Play,Tier 2,45,89,3425,8.6,"BioWare,DemiurgeStudios",0.67,"Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style"
Mass Effect 2,Mass Effect,2010,2,2008,Role-Play,Tier 1,55,94,4972,8.9,BioWare,0.39,"Role-Playing,Action RPG,Action RPG"
Mass Effect 2,Mass Effect,2011,3,2008,Role-Play,Tier 1,62,94,1243,8.6,BioWare,1.45,"Role-Playing,Action RPG,Action RPG"
Mass Effect 2: Arrival,Mass Effect,2011,3,2008,Role-Play,Tier 4,11,68,40,6.1,BioWare,,"Role-Playing,Action RPG,Action RPG"
Mass Effect 2: Kasumi - Stolen Memory,Mass Effect,2010,2,2008,Role-Play,Tier 3,13,71,111,7.3,BioWare,,"Role-Playing,Action RPG,Action RPG"
Mass Effect 2: Lair of the Shadow Broker,Mass Effect,2010,2,2008,Role-Play,Tier 2,11,86,249,8.5,BioWare,,"Role-Playing,Action RPG,Action RPG"
Mass Effect 3,Mass Effect,2012,4,2008,Role-Play,Tier 1,30,93,1942,5.7,BioWare,1.42,"Role-Playing,Action RPG,Action RPG"
Mass Effect 3,Mass Effect,2012,4,2008,Role-Play,Tier 2,23,89,6764,5.9,BioWare,0.97,"Role-Playing,Action RPG,Action RPG"
Mass Effect 3: Citadel,Mass Effect,2013,5,2008,Role-Play,Tier 2,8,84,422,7.9,BioWare,,"Role-Playing,Action RPG,Action RPG"
Mass Effect 3: Leviathan,Mass Effect,2012,4,2008,Role-Play,Tier 3,7,75,185,6.8,BioWare,,"Role-Playing,Action RPG,Action RPG"
Mass Effect: Andromeda,Mass Effect,2017,9,2008,Role-Play,Tier 3,35,76,1096,5.0,BioWare,,"Role-Playing,Action RPG"
Mass Effect: Andromeda,Mass Effect,2017,9,2008,Role-Play,Tier 3,37,72,4148,5.0,BioWare,,"Action RPG,Role-Playing,Action RPG"
Mass Effect: Andromeda,Mass Effect,2017,9,2008,Role-Play,Tier 3,61,71,3862,4.9,BioWare,,"Role-Playing,Action RPG"
Massive Assault,Massive Assaul,2003,0,2003,Strategy,Tier 3,16,77,9,6.9,Wargaming.net,,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,General"
Master X Master,Master X Master,2017,0,2017,Strategy,Tier 3,12,76,22,7.6,NCSOFT,,"Strategy,Real-Time,MOBA"
Master of Orion II: Battle at Antares,Master of Orion,1996,0,1996,Strategy,Tier 2,9,84,37,8.8,SimTex,,"Strategy,Turn-Based,Sci-Fi,4X"
Masters of Anima,Masters of Anima,2018,0,2018,Strategy,Tier 3,9,76,16,6.8,PasstechGames,,"Strategy,Real-Time,MOBA"
Mat Hoffman's Pro BMX,Mat Hoffman,2001,0,2001,Sports,Tier 3,9,73,7,6.6,GrayMatter,,"Sports,Alternative,Individual,Biking,Biking"
Max Payne,Max Payne,2001,0,2001,Action,Tier 2,32,89,1597,9.1,RemedyEntertainment,0.02,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
Max Payne 2: The Fall of Max Payne,Max Payne,2003,2,2001,Action,Tier 2,46,86,1219,8.9,RemedyEntertainment,0.03,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
Max Payne 3,Max Payne,2012,11,2001,Action,Tier 2,31,87,917,7.9,"RockstarGames,RockstarStudios",1.85,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
Max Payne 3,Max Payne,2012,11,2001,Action,Tier 2,30,87,2672,7.7,"RockstarGames,RockstarStudios",0.43,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade"
MechCommander 2,MechCommander,2001,0,2001,Strategy,Tier 2,18,80,39,7.8,MicrosoftGameStudios,,"Strategy,General,General"
Mechstermination Force,MechWarrior,2019,19,2000,Action,Tier 3,32,79,24,6.7,HorbergProductions,,"Action,Platformer,2D"
MechWarrior 4: Black Knight Expansion,MechWarrior,2001,1,2000,Simulation,Tier 3,10,78,9,7.3,CyberloreStudios,,"Simulation,Sci-Fi,Vehicle,Mech,Combat"
MechWarrior 4: Mercenaries,MechWarrior,2002,2,2000,Simulation,Tier 2,19,83,43,8.5,FASAStudio,,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat"
MechWarrior 4: Vengeance,MechWarrior,2000,0,2000,Simulation,Tier 2,26,87,47,7.6,FASAStudio,,"Simulation,Sci-Fi,Vehicle,Mech,Combat"
MechWarrior 5: Mercenaries,MechWarrior,2019,19,2000,Simulation,Tier 3,32,74,262,5.2,PiranhaGames,,"Simulation,Vehicle,Combat"
MechWarrior Online,MechWarrior,2013,13,2000,Action,Tier 4,10,68,873,5.3,PiranhaGames,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade"
Medal of Honor,Medal of Honor,2010,8,2002,Action,Tier 3,26,72,591,6.4,"Dice,DangerClose",0.49,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Medal of Honor,Medal of Honor,2010,8,2002,Action,Tier 3,56,75,301,7.5,"EADICE,DangerClose",2.81,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Medal of Honor: Airborne,Medal of Honor,2007,5,2002,Action,Tier 3,38,78,257,7.3,ElectronicArts,0.05,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
Medal of Honor: Airborne,Medal of Honor,2007,5,2002,Action,Tier 3,16,75,52,7.7,ElectronicArts,1.21,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
