Game Name,Franchise,Platform,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
Super Chariot,Super Chariot,Switch,2018,0,2018,Action,Tier 3,9,76,14,7.8,FrimaStudio,,"Action,Platformer,2D"
Super Cloudbuilt,Super Cloudbui,PlayStation,2017,0,2017,Action Adventure,Tier 3,10,78,9,6.6,"Coilworks,DoubleEleven",,"Action Adventure,General"
Super Crush K.O.,Super Crush K.O.,Switch,2020,0,2020,Action,Tier 3,27,77,11,7.8,VertexPop,,"Action,Platformer,2D"
Super Hydorah,Super Hydorah,Xbox,2017,0,2017,Action,Tier 2,7,82,8,6.9,Locomalito,,"Action,Shooter,Shoot-''Em-Up,Horizontal"
Super Mario 3D All-Stars,Super Mario,Switch,2020,3,2017,General,Tier 2,97,82,524,6.3,Nintendo,,"Miscellaneous,Compilation"
Super Mario Bros. 35,Super Mario,Switch,2020,3,2017,Action,Tier 3,26,74,52,7.5,Nintendo,,"Action,Platformer,2D"
Super Mario Maker 2,Super Mario,Switch,2019,2,2017,Action,Tier 2,98,88,751,8.5,Nintendo,,"Action,Platformer,2D"
Super Mario Odyssey,Super Mario,Switch,2017,0,2017,Action,Tier 1,113,97,5546,8.9,Nintendo,,"Action,Platformer,3D"
Super Mario Party,Super Mario,Switch,2018,1,2017,General,Tier 3,84,76,503,7.2,"Nintendo,NdCube",,"Miscellaneous,Party / Minigame"
Super Meat Boy,Super Meat Boy,PC,2010,0,2010,Action,Tier 2,11,87,897,8.2,TeamMeat,,"Action,Platformer,Platformer,2D,2D"
Super Meat Boy,Super Meat Boy,PlayStation,2015,5,2010,Action,Tier 2,7,85,160,6.9,TeamMeat,,"Action,Platformer,2D"
Super Meat Boy,Super Meat Boy,Switch,2018,8,2010,Action,Tier 2,13,84,72,8.1,TeamMeat,,"Action,Platformer,2D"
Super Mega Baseball,Super Mega Baseball ,PlayStation,2014,0,2014,General,Tier 2,14,85,75,7.2,MetalheadSoftware,,"Traditional,Sports,Team,Baseball,Arcade"
Super Mega Baseball 2,Super Mega Baseball ,Xbox,2018,4,2014,Sports,Tier 2,21,81,24,7.2,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Mega Baseball 2,Super Mega Baseball ,PlayStation,2018,4,2014,Sports,Tier 3,7,77,20,6.5,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Mega Baseball 3,Super Mega Baseball ,Switch,2020,6,2014,Sports,Tier 2,9,87,27,7.8,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Mega Baseball 3,Super Mega Baseball ,Xbox,2020,6,2014,Sports,Tier 2,12,83,10,6.6,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Mega Baseball 3,Super Mega Baseball ,PlayStation,2020,6,2014,Sports,Tier 2,11,80,12,6.4,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Mega Baseball: Extra Innings,Super Mega Baseball ,Xbox,2015,1,2014,Sports,Tier 2,11,80,20,7.1,MetalheadSoftware,,"Sports,Team,Baseball,Arcade"
Super Monday Night Combat,Super Monday Night Combat,PC,2012,0,2012,Action,Tier 3,7,76,212,3.7,UberEntertainment,,"Action,Strategy,Shooter,Real-Time,Third-Person,MOBA,MOBA,Modern"
Super One More Jump,Super One More Jump,Switch,2018,0,2018,Action,Tier 2,10,81,27,8.4,SMGStudio,,"Action,Platformer,2D"
Super Puzzle Fighter II Turbo HD Remix,Super Puzzle Fighter,PlayStation,2007,0,2007,General,Tier 2,7,82,14,7.4,BackboneEntertainment,,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching"
Super Rude Bear Resurrection,Super Rude Bear Resurrection,PlayStation,2017,0,2017,Action,Tier 3,12,78,6,5.0,AlexRose,,"Action,Platformer,2D"
Super Smash Bros. Ultimate,Super Smash Bros.,Switch,2018,0,2018,Action,Tier 1,99,93,2819,8.6,"Nintendo,HALLabs,BandaiNamcoGames,SoraLtd.",,"Action,Fighting,2D"
Super Stardust HD,Super Stardust,PlayStation,2007,0,2007,Action,Tier 2,21,85,97,8.3,Housemarque,,"Action,General,Shooter,Shooter,Static,Static,Shoot-''Em-Up,Top-Down"
Super Stardust Ultra,Super Stardust,PlayStation,2015,8,2007,Action,Tier 3,33,74,32,7.1,d3tLtd,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Super Stardust Ultra VR,Super Stardust,PlayStation,2016,9,2007,Action,Tier 4,13,66,18,6.6,SonyInteractiveEntertainment,0.01,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Super Street Fighter II Turbo HD Remix,Super Street Fighter,PlayStation,2008,0,2008,Action,Tier 2,30,87,62,7.6,"BackboneEntertainment,BackboneEmeryville",,"Action,Fighting,Fighting,2D,2D"
Super Street Fighter IV,Super Street Fighter,PlayStation,2010,2,2008,Action,Tier 1,58,92,221,7.8,Capcom,,"Action,Fighting,Fighting,3D,2D,3D"
Super Street Fighter IV: Arcade Edition,Super Street Fighter,PlayStation,2011,3,2008,Action,Tier 2,24,80,60,7.2,Capcom,,"Action,Fighting,Fighting,3D,2D,2D,3D"
Super Street Fighter IV: Arcade Edition,Super Street Fighter,PC,2011,3,2008,Action,Tier 2,11,84,159,7.7,"Capcom,QLOC",,"Action,Fighting,Fighting,3D,2D,3D"
Super Time Force,Super Time Force,Xbox,2014,0,2014,Action,Tier 2,36,80,118,6.5,CapyGames,,"Action,Platformer,Shooter,2D,Scrolling,Shoot-''Em-Up,Vertical"
Super Time Force Ultra,Super Time Force,PC,2014,0,2014,Action,Tier 2,9,80,42,6.5,CapyGames,,"Action,Platformer,Shooter,2D,Scrolling,Shoot-''Em-Up,Vertical"
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,Super Ultra Dead Rising,Xbox,2014,0,2014,Action,Tier 3,13,75,32,6.2,CapcomVancouver,,"Action,Action Adventure,General,Open-World"
SuperEpic: The Entertainment War,SuperEpic,Switch,2019,0,2019,Action,Tier 3,10,76,12,7.6,NumskullGames,,"Action,Platformer,2D"
Superbike 2001,Superbike,PC,2000,0,2000,Racing,Tier 2,12,88,26,6.6,MilestoneS.r.l,,"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street"
Superbrothers: Sword & Sworcery EP,Superbrothers,PC,2012,0,2012,Adventure,Tier 2,10,83,220,6.4,CapyGames,,"Adventure,General,General"
Superliminal,Superliminal,PlayStation,2020,0,2020,Adventure,Tier 2,10,80,14,6.9,PillowCastleGames,,"Adventure,3D,First-Person"
Superliminal,Superliminal,Xbox,2020,0,2020,Adventure,Tier 2,8,80,1226,9.6,PillowCastleGames,,"Adventure,3D,First-Person"
Superliminal,Superliminal,Switch,2020,0,2020,Adventure,Tier 3,8,75,695,9.6,PillowCastleGames,,"Adventure,3D,First-Person"
Supreme Commander,Supreme Commander,PC,2007,0,2007,Strategy,Tier 2,44,86,311,8.3,GasPoweredGames,0.05,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Supreme Commander 2,Supreme Commander,PC,2010,3,2007,Strategy,Tier 3,54,77,821,6.2,GasPoweredGames,0.19,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Supreme Commander: Forged Alliance,Supreme Commander,PC,2007,0,2007,Strategy,Tier 2,35,81,269,8.8,GasPoweredGames,0.04,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command"
Surviving Mars,Surviving Mars,PC,2018,0,2018,Strategy,Tier 3,39,76,158,6.7,HaemimontGames,,"Strategy,Management,Government"
Surviving Mars,Surviving Mars,Xbox,2018,0,2018,Strategy,Tier 3,12,76,15,6.4,HaemimontGames,,"Strategy,Management,Government"
Sushi Striker: The Way of Sushido,Sushi Striker,Switch,2018,0,2018,Puzzle,Tier 3,44,76,64,7.8,indieszero,,"Puzzle,Matching"
Sword of the Stars: Born of Blood,Sword of the Stars,PC,2007,0,2007,Strategy,Tier 3,9,79,15,7.7,KerberosProductions,,"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi"
Swords & Soldiers,Swords & Soldiers,PlayStation,2010,0,2010,General,Tier 2,13,81,11,6.4,RonimoGames,,"General,Strategy,General"
Swords & Soldiers II: Shawarmageddon,Swords & Soldiers,Switch,2019,9,2010,Strategy,Tier 2,8,82,11,8.0,RonimoGames,,"Strategy,General"
Syberia,Syberia,Switch,2017,15,2002,Adventure,Tier 3,8,76,32,7.3,KoalabsStudio,,"Adventure,3D,Third-Person"
Syberia,Syberia,PC,2002,0,2002,Adventure,Tier 2,26,82,329,8.5,Microids,0.03,"Adventure,3D,Fantasy,Third-Person,Fantasy"
Syberia II,Syberia,PC,2004,2,2002,Adventure,Tier 2,23,80,215,8.3,Microids,0.02,"Adventure,3D,Fantasy,Third-Person,Fantasy"
Symphony,Symphony,PC,2012,0,2012,General,Tier 3,13,75,51,7.6,EmptyClipStudios,,"Miscellaneous,General,General"
Syndicate,Syndicate,PlayStation,2012,0,2012,Action,Tier 3,29,75,114,6.5,Starbreeze,0.14,"Action,General,Shooter,General,Shooter,First-Person,Sci-Fi,Arcade"
System Shock 2,System Shock,PC,1999,0,1999,Action Adventure,Tier 1,20,92,638,9.1,"LookingGlassStudios,IrrationalGames",,"Action Adventure,Sci-Fi,Sci-Fi,Survival"
System Shock: Enhanced Edition,System Shock,PC,2015,16,1999,Action Adventure,Tier 2,9,85,60,8.5,LookingGlassStudios,,"Action Adventure,General"
TERA,TERA,PC,2012,0,2012,Role-Play,Tier 3,41,77,787,6.9,BlueholeStudio,0.42,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
TOCA Race Driver 2: The Ultimate Racing Simulator,TOCA Race Driver,PC,2004,0,2004,Racing,Tier 2,15,81,40,7.7,Codemasters,,"Driving,Racing,Simulation,General,General,GT / Street,Automobile"
TOCA Race Driver 3,TOCA Race Driver,PC,2006,2,2004,Racing,Tier 2,16,84,68,7.8,Codemasters,0.02,"Driving,Racing,Simulation,General,General,GT / Street,Automobile"
TT Isle of Man: Ride On The Edge 2,TT Isle of Man,Xbox,2020,0,2020,Racing,Tier 3,11,75,10,7.2,KTRacing,,"Racing,Arcade,Automobile"
Table Top Racing: World Tour,Table Top Racing,Xbox,2017,0,2017,Racing,Tier 3,8,75,5,5.6,PlayriseDigital,,"Racing,Arcade,Automobile"
Tabula Rasa,Tabula Rasa,PC,2007,0,2007,Role-Play,Tier 3,34,78,111,7.7,NCSOFT,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi"
Tacoma,Tacoma,PlayStation,2018,1,2017,Adventure,Tier 3,9,79,18,5.9,Fullbright,,"Adventure,General"
Tacoma,Tacoma,PC,2017,0,2017,Adventure,Tier 3,56,76,128,6.4,"TheFullbrightCompany,Fullbright",,"Adventure,General"
Tacoma,Tacoma,Xbox,2017,0,2017,Adventure,Tier 3,20,79,53,6.4,"TheFullbrightCompany,Fullbright",,"Adventure,General"
Taiko no Tatsujin: Drum 'n' Fun!,Taiko no Tatsujin: Drum 'n' Fun!,Switch,2018,0,2018,Action,Tier 3,22,78,34,8.0,BandaiNamcoGames,,"Action,Rhythm,Music"
Tales From Space: About a Blob,Tales From Space: About a Blob,PlayStation,2011,0,2011,Action,Tier 3,24,76,16,7.8,DrinkBoxStudios,,"Action,Platformer,Platformer,2D,2D"
Tales from the Borderlands: A Telltale Game Series,Tales from the Borderlands,PlayStation,2015,1,2014,Adventure,Tier 2,8,86,515,8.1,TelltaleGames,,"Adventure,General"
Tales from the Borderlands: A Telltale Game Series,Tales from the Borderlands,PC,2015,1,2014,Adventure,Tier 2,19,85,516,8.5,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 1 - Zer0 Sum,Tales from the Borderlands,PC,2014,0,2014,General,Tier 2,43,84,372,8.5,TelltaleGames,,"Miscellaneous,General,Adventure,General"
Tales From The Borderlands: Episode 1 - Zer0 Sum,Tales from the Borderlands,PlayStation,2014,0,2014,General,Tier 2,15,80,163,7.8,TelltaleGames,,"Miscellaneous,General,Adventure,General"
Tales From The Borderlands: Episode 1 - Zer0 Sum,Tales from the Borderlands,Xbox,2014,0,2014,General,Tier 2,8,82,62,8.2,TelltaleGames,,"Miscellaneous,General,Adventure,General"
Tales From The Borderlands: Episode 2 - Atlas Mugged,Tales from the Borderlands,PlayStation,2015,1,2014,Adventure,Tier 2,11,81,72,7.4,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 2 - Atlas Mugged,Tales from the Borderlands,PC,2015,1,2014,Adventure,Tier 3,38,78,146,8.6,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 3 - Catch A Ride,Tales from the Borderlands,PlayStation,2015,1,2014,Adventure,Tier 2,12,83,80,7.3,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 3 - Catch A Ride,Tales from the Borderlands,PC,2015,1,2014,Adventure,Tier 2,24,81,135,8.4,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Tales from the Borderlands,PC,2015,1,2014,Adventure,Tier 3,27,79,120,8.4,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Tales from the Borderlands,PlayStation,2015,1,2014,Adventure,Tier 3,9,78,56,7.7,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,Tales from the Borderlands,PlayStation,2015,1,2014,Adventure,Tier 1,7,90,181,7.9,TelltaleGames,,"Adventure,General"
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,Tales from the Borderlands,PC,2015,1,2014,Adventure,Tier 2,32,86,302,8.7,TelltaleGames,,"Adventure,General"
Tales of Berseria,Tales of Berseria,PlayStation,2017,0,2017,Role-Play,Tier 3,57,79,525,7.1,BandaiNamcoGames,0.23,"Japanese-Style,Role-Playing,Action RPG"
Tales of Berseria,Tales of Berseria,PC,2017,0,2017,Role-Play,Tier 2,18,80,333,6.5,BandaiNamcoGames,,"Japanese-Style,Role-Playing,Action RPG"
Tales of Graces,Tales of Graces,PlayStation,2012,0,2012,Role-Play,Tier 3,55,77,342,8.5,NamcoBandaiGames,,"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style"
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Tales of Monkey Island ,PC,2009,0,2009,Adventure,Tier 3,54,79,79,7.8,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Tales of Monkey Island ,PC,2009,0,2009,Adventure,Tier 3,36,77,42,7.5,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 3: Lair of the Leviathan,Tales of Monkey Island ,PC,2009,0,2009,Adventure,Tier 2,33,82,35,7.7,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,Tales of Monkey Island ,PC,2009,0,2009,Adventure,Tier 2,28,80,35,7.5,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Monkey Island Chapter 5: Rise of the Pirate God,Tales of Monkey Island ,PC,2009,0,2009,Adventure,Tier 2,33,81,34,7.6,TelltaleGames,,"Adventure,General,3D,Fantasy,Third-Person,Fantasy"
Tales of Symphonia Chronicles,Tales of Symphonia Chronicles,PlayStation,2014,0,2014,General,Tier 3,37,77,145,8.3,BandaiNamcoGames,,"Compilation,Miscellaneous,Compilation"
Tales of Vesperia: Definitive Edition,Tales of Vesperia,Switch,2019,0,2019,Role-Play,Tier 2,27,83,144,7.8,BandaiNamcoGames,,"Role-Playing,Action RPG"
Tales of Vesperia: Definitive Edition,Tales of Vesperia,PlayStation,2019,0,2019,Role-Play,Tier 2,34,81,113,7.4,"BandaiNamcoGames,QLOC",,"Role-Playing,Action RPG"
Tales of Xillia,Tales of Xillia,PlayStation,2013,0,2013,Role-Play,Tier 3,65,78,463,8.6,BandaiNamcoGames,1.22,"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style"
Tangle Tower,Tangle Tower,Switch,2019,0,2019,Action,Tier 2,11,85,15,7.9,SFBGames,,"Action,General"
Tangledeep,Tangledeep,Switch,2019,0,2019,Role-Play,Tier 3,7,79,20,7.7,ImpactGameworks,,"Role-Playing,Action RPG,Roguelike"
Team Fortress 2,Team Fortress ,PC,2007,0,2007,Action,Tier 1,17,92,6724,9.1,ValveSoftware,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern"
Tearaway Unfolded,Tearaway Unfolded,PlayStation,2015,0,2015,Action Adventure,Tier 2,70,81,293,8.0,MediaMolecule,0.26,"Action Adventure,Adventure,General,Fantasy"
Technobabylon,Technobabylon,PC,2015,0,2015,Adventure,Tier 2,26,82,71,7.8,Technocrat,,"Adventure,General,Point-and-Click"
Tekken 5: Dark Resurrection,Tekken,PlayStation,2007,0,2007,Action,Tier 2,20,82,44,7.8,NamcoBandaiGames,,"Action,Fighting,Fighting,3D,3D"
Tekken 6,Tekken,PlayStation,2009,2,2007,Action,Tier 3,63,79,265,7.5,NamcoBandaiGames,2.75,"Action,Fighting,Fighting,3D,3D"
Tekken 7,Tekken,PC,2017,10,2007,Action,Tier 2,19,82,312,6.8,BandaiNamcoGames,,"Action,Fighting,3D"
Tekken 7,Tekken,PlayStation,2017,10,2007,Action,Tier 2,78,82,693,6.5,BandaiNamcoGames,,"Action,Fighting,3D"
Tekken 7,Tekken,Xbox,2017,10,2007,Action,Tier 2,16,81,136,6.6,BandaiNamcoGames,,"Action,Fighting,3D"
Tekken Tag Tournament 2,Tekken,PlayStation,2012,5,2007,Action,Tier 2,50,82,252,8.3,NamcoBandaiGames,0.85,"Action,Fighting,Fighting,3D,3D"
Teleglitch: Die More Edition,Teleglitch: Di,PC,2013,0,2013,Action,Tier 3,18,78,49,7.0,JohammTael&MihkelTael,,"Action,Shooter,Shooter,Third-Person,Shoot-''Em-Up,Sci-Fi,Sci-Fi,Top-Down"
Tell Me Why,Tell Me Why,Xbox,2020,0,2020,Adventure,Tier 3,45,78,200,6.0,DONTNODEntertainment,,"Adventure,General"
Telling Lies,Telling Lies,Switch,2020,1,2019,Adventure,Tier 2,8,80,16,6.4,SamBarlow,,"Adventure,General"
Telling Lies,Telling Lies,PlayStation,2020,1,2019,Adventure,Tier 3,8,79,15,6.0,SamBarlow,,"Adventure,General"
Telling Lies,Telling Lies,PC,2019,0,2019,Adventure,Tier 2,34,84,47,6.5,"SamBarlow,FuriousBee",,"Adventure,General"
Tempest 4000,Tempest 4000,Xbox,2018,0,2018,Action,Tier 3,9,75,5,6.8,Llamasoft,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Tempest 4000,Tempest 4000,PlayStation,2018,0,2018,Action,Tier 3,16,75,14,4.8,Llamasoft,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Tennis Masters Series,Tennis Master,PC,2001,0,2001,Sports,Tier 4,10,65,13,7.5,Microids,,"Sports,Traditional,Individual,Tennis,Tennis"
Terraria,Terraria,PlayStation,2013,2,2011,Action,Tier 2,12,81,77,8.0,EngineSoftware,0.41,"Action,Action Adventure,Platformer,Platformer,Sandbox,2D,2D"
Terraria,Terraria,Switch,2019,8,2011,Action Adventure,Tier 2,12,82,63,8.6,"PipeworksSoftware,Inc.,Re-Logic",,"Action Adventure,Sandbox"
Terraria,Terraria,PC,2011,0,2011,Action,Tier 2,29,83,2137,8.7,Re-Logic,0.14,"Action,Action Adventure,Platformer,Platformer,Sandbox,2D,2D"
Tesla vs Lovecraft,Tesla vs Lovec,Xbox,2018,0,2018,Action,Tier 3,14,75,7,7.3,10tons,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Teslagrad,Teslagrad,PC,2013,0,2013,Action,Tier 3,15,77,113,7.7,RainGames,,"Action,Platformer,Platformer,2D,2D"
Teslagrad,Teslagrad,PlayStation,2015,2,2013,Action,Tier 3,14,78,112,6.8,RainGames,,"Action,Platformer,2D"
Teslagrad,Teslagrad,Switch,2017,4,2013,Action,Tier 2,8,81,21,8.0,RainGames,,"Action,Platformer,2D"
Test Drive Unlimited,Test Drive Unlimited,PC,2007,0,2007,Racing,Tier 3,18,79,161,8.1,EdenStudios,0.02,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Tethered,Tethered,PlayStation,2016,0,2016,Action,Tier 3,14,76,41,7.4,"SecretSorcery,SECRETSORCERYLIMITED,SecretSorceryTowers",,"Action,General"
Tetris,Tetris,PlayStation,2011,0,2011,General,Tier 2,11,80,16,7.3,EAMobile,,"Miscellaneous,Puzzle,Puzzle,Puzzle,Stacking,Stacking"
Tetris 99,Tetris,Switch,2019,8,2011,Puzzle,Tier 2,27,83,233,8.3,"Arika,Nintendo",,"Puzzle,Stacking"
Tetris Effect,Tetris,PlayStation,2018,7,2011,Puzzle,Tier 2,72,89,201,7.6,EnhanceGames,,"Puzzle,Stacking"
Tetris Effect,Tetris,PC,2019,8,2011,Puzzle,Tier 1,11,90,96,6.6,EnhanceGames,,"Puzzle,Stacking"
"That Dragon, Cancer","That Dragon, Cancer",PC,2016,0,2016,General,Tier 3,39,78,98,6.1,NuminousGames,,"General,Adventure,General"
The Adventure Pals,The Adventure Pals,Xbox,2018,0,2018,Action,Tier 2,8,80,13,7.2,MassiveMonster,,"Action,Platformer,2D"
The Adventure Pals,The Adventure Pals,Switch,2018,0,2018,Action,Tier 3,11,77,27,7.7,MassiveMonster,,"Action,Platformer,2D"
The Age of Decadence,The Age of Decadence,PC,2015,0,2015,Role-Play,Tier 2,17,81,229,8.0,IronTowerStudio,,"PC-style RPG,Role-Playing,Western-Style"
The Aquatic Adventure of the Last Human,The Aquatic Adventure of the Last Human,PC,2016,0,2016,Action Adventure,Tier 3,11,76,16,6.5,"YCJY,YCJYGames",,"Action Adventure,General,Open-World"
The Awesome Adventures of Captain Spirit,The Awesome Adventures of Captain Spirit,PC,2018,0,2018,Action Adventure,Tier 3,11,79,118,7.3,DONTNODEntertainment,,"Action Adventure,General"
The Awesome Adventures of Captain Spirit,The Awesome Adventures of Captain Spirit,PlayStation,2018,0,2018,Action Adventure,Tier 3,31,75,118,7.2,DONTNODEntertainment,,"Action Adventure,General"
The Awesome Adventures of Captain Spirit,The Awesome Adventures of Captain Spirit,Xbox,2018,0,2018,Action Adventure,Tier 3,21,78,41,7.8,DONTNODEntertainment,,"Action Adventure,General"
The Banner Saga,The Banner Saga,PC,2014,0,2014,Role-Play,Tier 2,74,80,778,8.0,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga,The Banner Saga,PlayStation,2016,2,2014,Role-Play,Tier 3,21,79,117,7.6,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga,The Banner Saga,Xbox,2016,2,2014,Role-Play,Tier 3,9,76,34,7.9,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga 1,The Banner Saga,Switch,2018,4,2014,Strategy,Tier 2,16,80,50,8.0,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 2,The Banner Saga,PC,2016,2,2014,Role-Play,Tier 2,60,82,180,8.3,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga 2,The Banner Saga,PlayStation,2016,2,2014,Role-Play,Tier 3,12,78,52,7.5,Stoic,,"Role-Playing,General,Strategy,Turn-Based,Tactics"
The Banner Saga 2,The Banner Saga,Switch,2018,4,2014,Strategy,Tier 2,15,80,24,8.3,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 2,The Banner Saga,Xbox,2016,2,2014,Strategy,Tier 2,8,84,27,7.6,"StoicJesterStudios,Stoic",,"Strategy,Turn-Based,Tactics"
The Banner Saga 3,The Banner Saga,Xbox,2018,4,2014,Strategy,Tier 2,9,88,26,7.4,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 3,The Banner Saga,Switch,2018,4,2014,Strategy,Tier 2,9,83,27,8.3,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 3,The Banner Saga,PC,2018,4,2014,Strategy,Tier 2,51,82,107,7.8,Stoic,,"Strategy,Turn-Based,Tactics"
The Banner Saga 3,The Banner Saga,PlayStation,2018,4,2014,Strategy,Tier 2,10,80,35,7.1,Stoic,,"Strategy,Turn-Based,Tactics"
The Beatles: Rock Band,The Beatles: Rock Band,PlayStation,2009,0,2009,Action,Tier 2,60,88,72,8.2,HarmonixMusicSystems,1.12,"Action,Miscellaneous,Rhythm,Music,Music"
The Beginner's Guide,The Beginner's Guide,PC,2015,0,2015,Adventure,Tier 3,35,76,301,7.5,DaveyWreden,,"Adventure,General"
The Bigs,The Bigs,PlayStation,2007,0,2007,Sports,Tier 3,19,77,12,7.2,BlueCastleGames,,"Sports,Traditional,Team,Baseball,Arcade,Arcade"
The Bigs 2,The Bigs,PlayStation,2009,2,2007,Sports,Tier 2,18,80,17,7.8,BlueCastleGames,,"Sports,Traditional,Team,Baseball,Arcade,Arcade"
The Binding of Isaac,The Binding of Isaac,PC,2011,0,2011,Action,Tier 2,30,84,1086,8.4,"EdmundMcMillen,FlorianHimsl",0.03,"Action,Action Adventure,Shooter,Horror,Horror,Shooter,Static,Shoot-''Em-Up,Top-Down"
The Binding of Isaac: Afterbirth,The Binding of Isaac,PC,2015,4,2011,Action,Tier 2,10,85,274,8.3,Nicalis,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
The Binding of Isaac: Afterbirth +,The Binding of Isaac,Switch,2017,6,2011,Action,Tier 2,16,85,262,8.3,"EdmundMcMillen,Nicalis",,"Action,Shooter,Shoot-''Em-Up,Top-Down"
The Binding of Isaac: Rebirth,The Binding of Isaac,PlayStation,2014,3,2011,Horror,Tier 2,15,88,534,7.8,Nicalis,,"Horror,Action,Action Adventure,Shooter,Survival,Shoot-''Em-Up,Top-Down"
