game_name,franchise,platform,release_date,release_year,years_since,first_release_year,main_genre,tier_by_score,critics,critic_score,users,user_score,developer,global_sales,other_info
Ratchet & Clank: All 4 One,Ratchet & Clank,PlayStation,,2011,4,2007,Action,Tier 3,65,70,211,7,InsomniacGames,1,"Action,Platformer,Platformer,3D,3D"
Minutes,Minutes,PlayStation,,2015,0,2015,Action,Tier 3,11,76,20,7,RedPhantomGames,,"Action,General"
Skylanders Trap Team,Skylanders,PlayStation,,2014,3,2011,Action,Tier 3,46,78,39,6,ToysforBob,,"Action,Platformer,3D"
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Marvel,Xbox,,2017,16,2001,Action,Tier 3,12,74,16,6,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Chaos;Child,Chaos,PlayStation,,2017,0,2017,Adventure,Tier 3,18,76,30,8,5pb,0,"Adventure,General,Visual Novel"
Battle Princess of Arcadias,Battle Princess Madelyn,PlayStation,,2014,0,2014,Role-Play,Tier 4,22,69,25,8,ApolloSoft,0,"Role-Playing,Action RPG"
Pro Evolution Soccer 2015,Pro Evolution Soccer,Xbox,,2014,6,2008,Action,Tier 3,9,79,70,7,Konami,0,"Action,General,Sports,Traditional,Team,Soccer,Sim"
Split/Second,Split/Second,PlayStation,,2010,0,2010,Racing,Tier 2,56,84,121,8,BlackRockStudio,1,"Driving,Racing,General,General,Arcade,Automobile"
NCAA Football 14,NCAA,PlayStation,,2013,6,2007,Sports,Tier 3,9,77,46,6,EATiburon,1,"Sports,Traditional,Team,Football,Sim,Sim"
Stacking,Stacking,PlayStation,,2011,0,2011,General,Tier 2,44,83,56,8,DoubleFineProductions,,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action"
Destiny 2: Forsaken,Destiny,PlayStation,,2018,4,2014,Action,Tier 2,41,82,290,6,"BungieSoftware,Bungie",,"Action,Shooter,First-Person,Arcade"
Trine 4: The Nightmare Prince,Trine,Xbox,,2019,10,2009,Action,Tier 2,16,80,17,7,"Frozenbyte,Inc.",,"Action,Platformer,2D"
Layers of Fear,Layers of Fear,Xbox,,2016,0,2016,Adventure,Tier 3,10,78,111,7,BlooberTeam,,"Adventure,3D,First-Person"
The Witness,The Witness,Xbox,,2016,0,2016,Adventure,Tier 2,11,86,58,7,"Thekla,Inc",,"Adventure,3D,First-Person"
Disgaea 5: Alliance of Vengeance,Disgaea ,PlayStation,,2015,7,2008,Fantasy,Tier 2,43,80,204,8,NipponIchiSoftware,0,"Fantasy,Strategy,Turn-Based,Tactics"
LEGO Indiana Jones: The Original Adventures,LEGO,PlayStation,,2008,3,2005,Action Adventure,Tier 3,36,77,40,8,Traveller'sTales,1,"Action Adventure,Adventure,General,General"
The Mummy Demastered,The Mummy,PlayStation,,2017,0,2017,Action,Tier 3,7,75,9,7,WayForward,,"Action,Platformer,2D"
PixelJunk SideScroller,PixelJunk,PlayStation,,2011,3,2008,Action,Tier 3,33,76,22,7,Q-Games,,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-''Em-Up,Horizontal"
Resident Evil 7: biohazard,Resident Evil,PlayStation,,2017,16,2001,Action Adventure,Tier 2,100,86,2975,8,Capcom,,"Action Adventure,Survival"
Mutazione,Mutazione,PlayStation,,2019,0,2019,Adventure,Tier 3,11,76,19,7,DieGuteFabrik,,"Adventure,Point-and-Click"
The House of the Dead: Overkill - Extended Cut,The House of the Dead,PlayStation,,2011,0,2011,Action,Tier 3,48,75,36,7,HeadstrongGames,0,"Action,Shooter,Shooter,Light Gun,Light Gun"
Borderlands 2 VR,Borderlands,PlayStation,,2018,9,2009,Action,Tier 3,34,72,63,7,GearboxSoftware,,"Action,Shooter,First-Person,Arcade"
Dungeon Siege III,Dungeon Siege,PlayStation,,2011,9,2002,Role-Play,Tier 3,52,71,87,6,ObsidianEntertainment,0,"Role-Playing,General,Action RPG"
Cuphead,Cuphead,PlayStation,,2020,3,2017,Action,Tier 2,14,86,155,8,StudioMDHR,1,"Action,Platformer,2D"
Resistance 3,Resistance,PlayStation,,2011,5,2006,Action,Tier 2,91,83,635,8,InsomniacGames,1,"Action,Shooter,Shooter,First-Person,Sci-Fi,Modern,Sci-Fi,Arcade"
LocoRoco 2 Remastered,LocoRoco,PlayStation,,2017,0,2017,Action,Tier 3,20,79,20,7,SCEJapanStudio,,"Action,Platformer,2D"
Resident Evil 7: biohazard,Resident Evil,Xbox,,2017,16,2001,Action Adventure,Tier 2,19,86,463,8,Capcom,,"Action Adventure,Survival"
NBA Live 08,NBA,PlayStation,,2007,6,2001,Sports,Tier 3,28,73,10,7,EACanada,1,"Sports,Traditional,Team,Basketball,Sim,Sim"
Sleeping Dogs,Sleeping Dogs,PlayStation,,2012,0,2012,Action Adventure,Tier 2,40,83,709,8,UnitedFrontGames,1,"Action Adventure,Modern,Modern,Open-World"
EarthNight,EarthNight,PlayStation,,2020,0,2020,Action,Tier 3,7,79,26,7,cleaversoft,,"Action,Platformer,2D"
Cuphead,Cuphead,Xbox,,2017,0,2017,Action,Tier 2,72,86,846,8,StudioMDHR,1,"Action,Platformer,2D"
Ori and the Will of the Wisps,Ori and the Will of the Wisps,Xbox,,2020,0,2020,Action,Tier 1,71,90,1440,9,MoonStudios,,"Action,Platformer,2D"
WWE 2K14,WWE,PlayStation,,2013,6,2007,Action,Tier 3,22,74,137,7,Yuke's,1,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling"
Ridge Racer 7,Ridge Racer 7,PlayStation,,2006,0,2006,Racing,Tier 3,45,78,60,7,NamcoBandaiGames,1,"Driving,Racing,Arcade,Arcade,Automobile"
Pro Evolution Soccer 2015,Pro Evolution Soccer,PlayStation,,2014,6,2008,Action,Tier 2,56,82,404,7,Konami,1,"Action,General,Sports,Traditional,Team,Soccer,Sim"
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,Sam & Max ,PlayStation,,2010,4,2006,General,Tier 2,21,81,20,7,TelltaleGames,,"Miscellaneous,Adventure,General,3D,Compilation,Third-Person"
Destiny 2: Forsaken,Destiny,Xbox,,2018,4,2014,Action,Tier 2,16,86,102,5,"BungieSoftware,Bungie",0,"Action,Shooter,First-Person,Arcade"
Sportsfriends,Sportsfriends,PlayStation,,2014,0,2014,Sports,Tier 2,21,82,86,6,DieGuteFabrik,,"Sports,Miscellaneous,General,Party,Party / Minigame"
The Witness,The Witness,PlayStation,,2016,0,2016,General,Tier 2,82,87,671,7,"Thekla,Inc",,"Miscellaneous,General,General,Puzzle,Puzzle,Adventure,3D,First-Person"
Trine 4: The Nightmare Prince,Trine,PlayStation,,2019,10,2009,Action,Tier 2,39,80,37,7,"Frozenbyte,Inc.",,"Action,Platformer,2D"
Skylanders Trap Team,Skylanders,Xbox,,2014,3,2011,Action,Tier 3,22,78,15,7,ToysforBob,,"Action,Platformer,3D"
Crawl,Crawl,Xbox,,2017,0,2017,Role-Play,Tier 3,8,76,6,7,Powerhoof,,"Role-Playing,General,Action RPG"
WWE '12,WWE,PlayStation,,2011,4,2007,Action,Tier 3,28,72,90,7,Yuke's,1,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling"
CrossCode,CrossCode,PlayStation,,2020,2,2018,Role-Play,Tier 2,19,81,35,7,RadicalFishGames,,"Role-Playing,Action RPG"
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Marvel,PlayStation,,2017,16,2001,Action,Tier 3,29,72,51,6,TelltaleGames,,"Action,Adventure,General,3D,Third-Person"
Dead or Alive 5 Ultimate,Dead or Alive,PlayStation,,2013,1,2012,Action,Tier 3,25,77,71,8,TeamNinja,,"Action,Fighting,Fighting,3D,3D"
Grim Fandango Remastered,Grim Fandango ,PlayStation,,2015,0,2015,General,Tier 2,45,80,272,8,DoubleFineProductions,,"General,Adventure,3D,Third-Person,Fantasy"
Pro Evolution Soccer 2014,Pro Evolution Soccer,PlayStation,,2013,5,2008,Sports,Tier 3,39,78,315,4,Konami,1,"Sports,Traditional,Team,Soccer,Sim,Sim"
Call of Duty 3,Call of Duty,PlayStation,,2006,3,2003,Action,Tier 2,43,80,103,7,Treyarch,2,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
Yooka-Laylee,Yooka-Laylee,Xbox,,2017,0,2017,Action,Tier 3,39,73,125,6,PlaytonicGames,,"Action,Platformer,3D"
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,The Walking Dead,Xbox,,2016,4,2012,Action,Tier 3,14,78,30,6,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
The Legend of Heroes: Trails of Cold Steel III,The Legend of Heroes,PlayStation,,2019,4,2015,Role-Play,Tier 2,30,82,175,9,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel III,The Legend of Heroes,PlayStation,,2019,4,2015,Role-Play,Tier 2,30,82,175,9,Falcom,,"Role-Playing,Japanese-Style"
Galak-Z: The Dimensional,Galak-Z,PlayStation,,2015,0,2015,General,Tier 2,42,82,138,7,17-Bit,,"General,Shooter,Scrolling,Scrolling,Action,Shooter,Shoot-''Em-Up,Vertical"
Tom Clancy's The Division 2: Warlords of New York,Tom Clancy,Xbox,,2020,22,1998,Action,Tier 2,9,82,172,1,MassiveEntertainment,,"Action,Shooter,Third-Person,Tactical"
Atelier Lulua: The Scion of Arland,Atelier ,PlayStation,,2019,5,2014,Role-Play,Tier 3,22,78,28,7,KoeiTecmoGames,0,"Role-Playing,Japanese-Style"
Agatha Christie's The ABC Murders,Agatha Christie,PlayStation,,2016,11,2005,Adventure,Tier 4,17,67,22,6,Microids,0,"Adventure,3D,Third-Person"
Middle-earth: Shadow of War,Middle-earth: Shadow of Mordor,Xbox,,2017,3,2014,Action Adventure,Tier 2,38,81,366,4,MonolithProductions,,"Action Adventure,Open-World"
SteamWorld Heist,SteamWorld,PlayStation,,2016,3,2013,Strategy,Tier 2,9,83,45,7,Image&Form,,"Strategy,Turn-Based,General"
The Persistence,The Persistence,Xbox,,2020,2,2018,Adventure,Tier 3,13,75,7,5,Firesprite,,"Adventure,3D,First-Person"
City of Brass,City of Brass,PlayStation,,2018,0,2018,Action Adventure,Tier 4,22,66,17,5,UppercutGamesPtyLtd,,"Action Adventure,General"
BlazBlue: Cross Tag Battle,BlazBlue,PlayStation,,2018,9,2009,Action,Tier 3,27,76,73,7,ArcSystemWorks,,"Action,Fighting,2D"
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Assassin's Creed,PlayStation,,2011,4,2007,Action Adventure,Tier 3,9,76,44,8,UbisoftMontreal,,"Action Adventure,Historic,Historic,Open-World"
Gran Turismo Sport,Gran Turismo,PlayStation,,2017,9,2008,Racing,Tier 3,83,75,1617,6,PolyphonyDigital,,"Racing,Simulation,Automobile"
Bionic Commando Rearmed,Bionic Commando,PlayStation,,2008,0,2008,Action,Tier 2,26,87,39,8,GRIN,,"Action,Platformer,Platformer,2D,2D"
Stealth Inc: A Clone in the Dark,Stealth Inc: A,PlayStation,,2013,0,2013,Action,Tier 2,17,80,37,8,CurveStudios,,"Action,Platformer,Platformer,2D,2D"
Void Bastards,Void Bastards,Xbox,,2019,0,2019,Action,Tier 3,19,75,39,8,BlueManchu,,"Action,Shooter,First-Person,Arcade"
A Way Out,A Way Out,PlayStation,,2018,0,2018,Action Adventure,Tier 3,62,78,734,8,Hazelight,,"Action Adventure,General"
Skylanders Imaginators,Skylanders,PlayStation,,2016,5,2011,Action,Tier 3,49,79,32,6,ToysforBob,0,"Action,Platformer,3D"
F.E.A.R.,F.E.A.R.,PlayStation,,2007,2,2005,Action,Tier 3,31,72,77,8,Day1Studios,1,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Sonic the Hedgehog 4: Episode I,Sonic,PlayStation,,2010,6,2004,Action,Tier 3,51,74,114,6,DimpsCorporation,,"Action,General,Platformer,2D"
Oceanhorn: Monster of Uncharted Seas,Oceanhorn,PlayStation,,2016,1,2015,Action Adventure,Tier 4,11,66,55,7,Cornfox&Bros.,,"Action Adventure,Open-World"
Batman: The Enemy Within - Episode 2: The Pact,Batman,PlayStation,,2017,8,2009,Adventure,Tier 4,9,67,13,5,TelltaleGames,,"Adventure,Point-and-Click"
Owlboy,Owlboy,Xbox,,2018,2,2016,Action Adventure,Tier 2,12,83,19,6,BlitWorks,,"Action Adventure,General"
The Elder Scrolls Online: Tamriel Unlimited,The Elder Scrolls,Xbox,,2015,13,2002,Role-Play,Tier 3,11,77,627,8,ZeniMaxMedia,,"First-Person,First-Person,Massively Multiplayer Online,Fantasy,Role-Playing,Massively Multiplayer"
Street Fighter X Tekken,Street Fighter,PlayStation,,2012,3,2009,Action,Tier 2,51,84,206,6,Capcom,1,"Action,Fighting,Fighting,3D,2D,3D"
Heart&Slash,Heart&Slash,PlayStation,,2016,0,2016,Action,Tier 3,7,76,15,7,AHEARTFULOFGAMES,,"Action,General"
Just Cause 3: Sky Fortress,Just Cause,PlayStation,,2016,10,2006,Action Adventure,Tier 3,7,72,18,6,AvalancheStudios,,"Action Adventure,Open-World"
The King of Fighters XIV,The King of Fighters,PlayStation,,2016,5,2011,Action,Tier 3,55,79,286,8,"SNKPlaymore,SNKCorporation",0,"Action,Fighting,2D"
Costume Quest,Costume Quest,PlayStation,,2010,0,2010,Role-Play,Tier 3,39,77,67,8,DoubleFineProductions,,"Role-Playing,Action RPG,Action RPG"
RIDE 3,RIDE,Xbox,,2018,3,2015,Racing,Tier 3,8,76,15,8,"MileStoneInc.,MilestoneS.r.l",,"Racing,Simulation,Automobile"
Life is Strange: Before the Storm - Episode 3: Hell is Empty,Life is Strange,PlayStation,,2017,2,2015,Action Adventure,Tier 3,26,77,81,8,DeckNineGames,,"Action Adventure,General"
Wasteland 3,Wasteland,PlayStation,,2020,6,2014,Role-Play,Tier 3,16,78,105,7,InXileEntertainment,,"Role-Playing,Western-Style"
Deus Ex: Human Revolution - The Missing Link,Deus Ex,PlayStation,,2011,11,2000,Action Adventure,Tier 3,10,78,23,7,EidosMontreal,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Red Dead Redemption: Liars and Cheats,Red Dead Redemption,PlayStation,,2010,0,2010,Action Adventure,Tier 2,7,80,23,8,RockstarSanDiego,,"Action Adventure,Historic,General,Historic,Open-World"
Prince of Persia: The Forgotten Sands,Prince of Persia,PlayStation,,2010,7,2003,Action Adventure,Tier 3,49,75,156,7,UbisoftMontreal,1,"Action Adventure,Fantasy,General,Fantasy"
Horizon Zero Dawn,Horizon Zero Dawn,PlayStation,,2017,0,2017,Role-Play,Tier 2,115,89,9400,8,Guerrilla,,"Role-Playing,Action RPG"
Pac-Man Championship Edition DX,Pac-Man Championship Edition,PlayStation,,2010,0,2010,Adventure,Tier 1,25,91,91,8,NamcoBandaiGames,,"Adventure,General,Action,General,General,Arcade"
Tom Clancy's Ghost Recon: Future Soldier,Tom Clancy,PlayStation,,2012,14,1998,Action,Tier 3,18,79,182,7,UbisoftParis,1,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern"
Flipping Death,Flipping Death,Xbox,,2018,0,2018,Action,Tier 3,7,79,4,6,Zoink!,,"Action,General"
Tom Clancy's Rainbow Six Siege,Tom Clancy,Xbox,,2015,17,1998,General,Tier 3,24,74,377,7,UbisoftMontreal,,"Modern,Action,Shooter,First-Person,Tactical"
Othercide,Othercide,PlayStation,,2020,0,2020,Strategy,Tier 3,21,77,17,7,LightbulbCrew,,"Strategy,Turn-Based,Tactics"
MAG,MAG,PlayStation,,2010,0,2010,Action,Tier 3,83,76,558,8,ZipperInteractive,,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade"
LEGO Marvel Super Heroes 2,LEGO,PlayStation,,2017,12,2005,Action,Tier 3,61,73,58,7,TTGames,,"Action,Platformer,3D"
Dragon Ball Z: Kakarot,Dragon Ball Z,Xbox,,2020,12,2008,Role-Play,Tier 3,25,73,128,7,CyberConnect2,,"Role-Playing,Action RPG"
Mafia II: Definitive Edition,Mafia,Xbox,,2020,18,2002,Action Adventure,Tier 4,11,66,57,6,Hangar13,,"Action Adventure,Open-World"
Madden NFL 07,Madden NFL,PlayStation,,2006,6,2000,Sports,Tier 3,25,76,24,5,EATiburon,1,"Sports,Traditional,Team,Football,Sim,Sim"
Fallout 3: Broken Steel,Fallout,PlayStation,,2009,12,1997,Role-Play,Tier 2,7,81,29,8,BethesdaGameStudios,0,"Role-Playing,First-Person,First-Person,General,Western-Style"
Killzone: Shadow Fall - Intercept,Killzone ,PlayStation,,2014,5,2009,Action,Tier 3,23,72,74,7,Guerrilla,,"Action,Shooter,First-Person,Sci-Fi,Arcade"
LEGO Marvel Super Heroes 2,LEGO,Xbox,,2017,12,2005,Action,Tier 3,18,74,22,8,TTGames,,"Action,Platformer,3D"
Tom Clancy's Rainbow Six Siege,Tom Clancy,PlayStation,,2015,17,1998,General,Tier 3,40,73,961,7,UbisoftMontreal,,"Modern,Action,Shooter,First-Person,Tactical"
Dragon Ball Z: Kakarot,Dragon Ball Z,PlayStation,,2020,12,2008,Role-Play,Tier 3,75,73,791,8,CyberConnect2,,"Role-Playing,Action RPG"
Red Dead Redemption,Red Dead Redemption,PlayStation,,2010,0,2010,Action,Tier 1,73,95,3371,9,RockstarSanDiego,6,"Action,Shooter,Third-Person,Historic,Action Adventure,Historic,Historic,Open-World"
Life is Strange: Before the Storm - Episode 3: Hell is Empty,Life is Strange,Xbox,,2017,2,2015,Action Adventure,Tier 2,10,81,22,8,DeckNineGames,,"Action Adventure,General"
RIDE 3,RIDE,PlayStation,,2018,3,2015,Racing,Tier 3,27,71,58,6,"MileStoneInc.,MilestoneS.r.l",,"Racing,Simulation,Automobile"
FAR: Lone Sails,FAR: Lone Sails,PlayStation,,2019,1,2018,Action,Tier 2,8,83,9,5,Okomotive,,"Action,Platformer,2D"
My Time At Portia,My Time At Portia,PlayStation,,2019,0,2019,Simulation,Tier 3,12,75,38,5,PatheaGames,,"Simulation,Virtual,Virtual Life"
Wasteland 3,Wasteland,Xbox,,2020,6,2014,Role-Play,Tier 2,18,84,110,8,InXileEntertainment,,"Role-Playing,Western-Style"
Tom Clancy's Ghost Recon Advanced Warfighter 2,Tom Clancy,PlayStation,,2007,9,1998,Action,Tier 2,29,84,51,8,"RedStormEntertainment,UbisoftParis",1,"Action,Shooter,Shooter,First-Person,Third-Person,Tactical,Modern,Modern"
Everybody's Golf,Everybody's Golf,PlayStation,,2017,0,2017,General,Tier 3,48,78,159,8,"SCEI,ClapHanz",,"Traditional,Sports,Individual,Golf,Arcade"
The Adventure Pals,The Adventure Pals,Xbox,,2018,0,2018,Action,Tier 2,8,80,13,7,MassiveMonster,,"Action,Platformer,2D"
Skylanders Imaginators,Skylanders,Xbox,,2016,5,2011,Action,Tier 3,14,78,18,5,ToysforBob,0,"Action,Platformer,3D"
Marvel Heroes Omega,Marvel,Xbox,,2017,16,2001,Role-Play,Tier 4,8,68,14,7,Gazillion,,"Role-Playing,Massively Multiplayer"
UFC Undisputed 2009,UFC,PlayStation,,2009,0,2009,Action,Tier 2,58,84,51,8,"THQ,Yuke''s",,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling"
ZEN Pinball 2: Aliens Vs. Pinball,ZEN Pinball,PlayStation,,2016,7,2009,Action,Tier 2,10,84,10,6,ZenStudios,,"Action,Pinball"
NHL 2K7,NHL,PlayStation,,2006,6,2000,Sports,Tier 3,24,79,5,7,KushGames,0,"Sports,Traditional,Team,Ice Hockey,Sim,Sim"
A Way Out,A Way Out,Xbox,,2018,0,2018,Action Adventure,Tier 3,26,79,164,8,Hazelight,,"Action Adventure,General"
Bloodroots,Bloodroots,PlayStation,,2020,0,2020,Action,Tier 2,15,81,24,7,PaperCult,,"Action,Beat-''Em-Up,3D"
Oceanhorn: Monster of Uncharted Seas,Oceanhorn,Xbox,,2016,1,2015,Action Adventure,Tier 3,11,71,26,8,Cornfox&Bros.,,"Action Adventure,Open-World"
Need for Speed: Most Wanted - A Criterion Game,Need for Speed,PlayStation,,2012,10,2002,Racing,Tier 2,37,84,519,6,CriterionGames,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
The Elder Scrolls Online: Tamriel Unlimited,The Elder Scrolls,PlayStation,,2015,13,2002,Role-Play,Tier 3,30,74,972,8,ZeniMaxMedia,,"First-Person,First-Person,Massively Multiplayer Online,Fantasy,Role-Playing,Massively Multiplayer"
Owlboy,Owlboy,PlayStation,,2018,2,2016,Action Adventure,Tier 2,10,88,110,7,BlitWorks,,"Action Adventure,General"
City of Brass,City of Brass,Xbox,,2018,0,2018,Action Adventure,Tier 4,13,67,8,4,UppercutGamesPtyLtd,,"Action Adventure,General"
Need for Speed ProStreet,Need for Speed,PlayStation,,2007,5,2002,Racing,Tier 3,26,73,57,7,EABlackBox,,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Super Cane Magic ZERO,Super Cane Magic ZERO,PlayStation,,2019,0,2019,Role-Play,Tier 3,8,77,10,5,STUDIOEVIL,,"Role-Playing,Japanese-Style"
Yakuza 4 Remastered,Yakuza,PlayStation,,2019,9,2010,Action Adventure,Tier 3,8,78,38,7,RyugaGotokuStudios,,"Action Adventure,Open-World"
Guilty Gear Xrd -REVELATOR-,Guilty Gear Xrd,PlayStation,,2016,2,2014,Action,Tier 2,30,86,146,8,ArcSystemWorks,,"Action,Fighting,2D"
Zombie Army 4: Dead War,Zombie Army,PlayStation,,2020,5,2015,Action,Tier 3,60,72,62,7,Rebellion,,"Action,Shooter,First-Person,Arcade"
Rock of Ages 2: Bigger & Boulder,Rock of Ages,PlayStation,,2017,6,2011,Action,Tier 3,14,79,23,7,ACETeam,,"Action,General"
NBA 2K17,NBA ,PlayStation,,2016,6,2010,Sports,Tier 2,47,88,301,6,VisualConcepts,2,"Sports,Team,Basketball,Sim"
TT Isle of Man: Ride On The Edge 2,TT Isle of Man,Xbox,,2020,0,2020,Racing,Tier 3,11,75,10,7,KTRacing,,"Racing,Arcade,Automobile"
River City Girls,River City Girls,PlayStation,,2019,0,2019,Action,Tier 3,16,79,52,6,WayForward,,"Action,Beat-''Em-Up,2D"
Pro Evolution Soccer 2017,Pro Evolution Soccer,PlayStation,,2016,8,2008,Sports,Tier 2,62,85,609,7,Konami,0,"Sports,Team,Soccer,Sim"
L.A. Noire,L.A. Noire,Xbox,,2017,6,2011,Action Adventure,Tier 3,12,77,65,8,TeamBondi,,"Action Adventure,Adventure,3D,Open-World,Third-Person"
Crash Team Racing: Nitro-Fueled,Crash Team Racing,Xbox,,2019,0,2019,Racing,Tier 2,18,84,164,6,Beenox,,"Racing,Arcade,Automobile"
Freedom Finger,Freedom Finger,PlayStation,,2020,0,2020,Action,Tier 2,9,82,41,8,WideRightInteractive,,"Action,Shooter,Shoot-''Em-Up,Horizontal"
WWE 2K18,WWE,PlayStation,,2017,10,2007,Sports,Tier 4,54,66,148,6,Yuke's,,"Sports,Individual,Combat,Wrestling"
Virtua Fighter 5,Virtua Fighter ,PlayStation,,2007,0,2007,Action,Tier 2,47,85,78,7,SegaAM2,1,"Action,Fighting,Fighting,3D,3D"
Laser League,Laser League,Xbox,,2018,0,2018,Sports,Tier 2,11,81,12,7,roll7,,"Sports,Team,Futuristic"
Redout,Redout,Xbox,,2017,1,2016,Racing,Tier 3,10,76,27,8,34BigThings,,"Racing,General,Arcade,Futuristic"
R.U.S.E.,R.U.S.E.,PlayStation,,2010,0,2010,Strategy,Tier 3,37,76,48,8,EugenSystems,1,"Strategy,Real-Time,Historic,General,Historic"
Bridge Constructor Portal,Bridge Constructor,Xbox,,2018,2,2016,Simulation,Tier 3,9,78,11,7,ClockStoneSoftware,,"Simulation,Virtual,Career"
Need for Speed: Shift,Need for Speed,PlayStation,,2009,7,2002,Racing,Tier 2,55,84,136,7,SlightlyMadStudios,3,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile"
Sleeping Dogs: Definitive Edition,Sleeping Dogs,Xbox,,2014,2,2012,Action Adventure,Tier 3,18,75,106,8,UnitedFrontGames,,"Action Adventure,Modern,Open-World"
NFL Blitz,NFL,PlayStation,,2012,0,2012,Sports,Tier 2,9,80,15,6,EATiburon,,"Sports,Traditional,Team,Football,Arcade,Arcade"
Oxenfree,Oxenfree,Xbox,,2016,0,2016,Action Adventure,Tier 3,29,78,73,8,NightSchoolStudio,,"Action Adventure,Adventure,General"
NBA 2K10,NBA,PlayStation,,2009,8,2001,Sports,Tier 2,30,83,40,8,VisualConcepts,1,"Sports,Traditional,Team,Basketball,Sim,Sim"
F1 2011,F1,PlayStation,,2011,11,2000,Racing,Tier 2,36,82,58,7,Codemasters,1,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
Demon's Souls,Demon's Souls,PlayStation,,2009,0,2009,Role-Play,Tier 2,81,89,1692,9,FromSoftware,2,"Role-Playing,Action RPG,Action RPG"
Bastion,Bastion,PlayStation,,2015,4,2011,Role-Play,Tier 2,13,89,321,8,SupergiantGames,,"Role-Playing,Action RPG"
The Legend of Heroes: Trails of Cold Steel IV,The Legend of Heroes,PlayStation,,2020,5,2015,Role-Play,Tier 2,27,82,102,9,Falcom,,"Role-Playing,Japanese-Style"
Final Fantasy Type-0 HD,Final Fantasy,PlayStation,,2015,12,2003,Role-Play,Tier 3,77,72,623,8,HexaDrive,,"Role-Playing,Action RPG"
Game of Thrones: Episode Two - The Lost Lords,Game of Thrones,Xbox,,2015,1,2014,Action,Tier 3,11,76,34,7,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
WWE SmackDown vs. Raw 2009,WWE,PlayStation,,2008,1,2007,Action,Tier 3,37,78,58,7,Yuke's,1,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling"
The Last of Us Remastered,The Last of Us,PlayStation,,2014,1,2013,Action Adventure,Tier 1,70,95,14563,9,NaughtyDog,,"Action Adventure,General,Modern"
Top Spin 4,Top Spin,PlayStation,,2011,3,2008,Sports,Tier 2,37,82,63,8,2KCzech,1,"Sports,Traditional,Individual,Tennis,Tennis"
Guacamelee! Super Turbo Championship Edition,Guacamelee!,PlayStation,,2014,1,2013,Action,Tier 2,30,87,389,8,DrinkBoxStudios,,"Action,Platformer,2D"
Dead Rising 4: Frank's Big Package,Dead Rising ,PlayStation,,2017,7,2010,Action Adventure,Tier 3,40,72,61,6,CapcomVancouver,,"Action Adventure,Open-World"
Dead Rising 4,Dead Rising ,Xbox,,2016,6,2010,Action Adventure,Tier 3,86,72,369,5,"Capcom,CapcomVancouver",,"Action Adventure,Open-World"
Buzz! Quiz TV,Buzz! Quiz,PlayStation,,2008,0,2008,General,Tier 2,48,80,31,7,RelentlessSoftware,1,"Miscellaneous,Trivia / Game Show,Trivia / Game Show"
Rock Band Rivals,Rock Band,Xbox,,2016,9,2007,Action,Tier 2,10,82,5,7,HarmonixMusicSystems,,"Action,Rhythm,Music"
Rocksmith 2014 Edition,Rocksmith,PlayStation,,2013,2,2011,Action,Tier 2,14,86,50,8,Ubisoft,,"Action,Miscellaneous,Rhythm,Music,Music"
Lumines Remastered,Lumines,PlayStation,,2018,10,2008,Puzzle,Tier 2,16,80,8,4,EnhanceGames,,"Puzzle,Matching"
Game of Thrones: Episode Two - The Lost Lords,Game of Thrones,PlayStation,,2015,1,2014,Action,Tier 4,16,69,68,7,TelltaleGames,,"Action,Adventure,General,Point-and-Click"
Guacamelee! Super Turbo Championship Edition,Guacamelee!,Xbox,,2014,1,2013,Action,Tier 2,7,88,195,7,DrinkBoxStudios,,"Action,Platformer,2D"
Sonic Generations,Sonic,PlayStation,,2011,7,2004,Action,Tier 3,38,76,320,8,"Sega,SonicTeam",2,"Action,Platformer,Platformer,3D,3D"
