name,platform,r-date,score,user score,developer,genre,players,critics,users
Warcraft III: Reign of Chaos,PC,3-Jul-02,92,9.2,BlizzardEntertainment,"Strategy,Real-Time,Fantasy,General,Fantasy",No info,40,2041
SSX 3,GameCube,20-Oct-03,92,8.7,EACanada,"Sports,Alternative,Snowboarding",2-Jan,27,54
The Sims,PC,4-Feb-00,92,7.9,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,38,665
Banjo-Kazooie,Nintendo64,31-May-98,92,9.1,RareLtd.,"Action,Platformer,3D",1 Player,19,472
Sid Meier's Gettysburg!,PC,30-Sep-97,92,7.4,FiraxisGames,"Strategy,Real-Time,Wargame,Real-Time,General",8-Jan,7,40
Celeste,Switch,25-Jan-18,92,8.5,MattMakesGamesInc.,"Action,Platformer,2D",No Online Multiplayer,36,835
Rock Band 2,Wii,18-Dec-08,92,7.2,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,10,50
Forza Motorsport,Xbox,3-May-05,92,7.6,MicrosoftGameStudios,"Driving,Racing,GT / Street",8  Online,73,235
Madden NFL 2004,Xbox,12-Aug-03,92,7.6,EATiburon,"Sports,Traditional,Football,Sim",4-Jan,27,52
Super Street Fighter IV,PlayStation3,27-Apr-10,92,7.8,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8 ,58,221
World Soccer Winning Eleven 7 International,PC,9-Apr-04,92,6.8,KCET,"Sports,Traditional,Team,Soccer,Sim,Sim",2-Jan,7,80
Advance Wars,GameBoyAdvance,9-Sep-01,92,8.9,IntelligentSystems,"Strategy,Turn-Based,Modern",4-Jan,28,134
Vagrant Story,PlayStation,15-May-00,92,9.1,SquareSoft,"Role-Playing,Action RPG",1 Player,19,206
What Remains of Edith Finch,XboxOne,19-Jul-17,92,7.7,GiantSparrow,"Adventure,3D,First-Person",No Online Multiplayer,12,203
Team Fortress 2,PC,10-Oct-07,92,9.1,ValveSoftware,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",Up to 32 ,17,6724
System Shock 2,PC,11-Aug-99,92,9.1,"LookingGlassStudios,IrrationalGames","Action Adventure,Sci-Fi,Sci-Fi,Survival",1 Player,20,638
Tom Clancy's Splinter Cell: Chaos Theory,PC,28-Mar-05,92,8.7,UbisoftMontreal,"Action Adventure,Modern,General,Modern",No Online Multiplayer,36,500
Final Fantasy XII,PlayStation2,31-Oct-06,92,7.6,SquareEnix,"Role-Playing,Console-style RPG",1 Player,64,1432
Undertale,PlayStation4,15-Aug-17,92,6.9,"tobyfox,8-4","Role-Playing,Japanese-Style",No Online Multiplayer,18,755
Madden NFL 2003,GameCube,12-Aug-02,92,7.4,EASports,"Sports,Traditional,Football,Sim",4-Jan,13,18
The Witcher 3: Wild Hunt,PlayStation4,19-May-15,92,9.2,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",No Online Multiplayer,79,15749
Super Mario World: Super Mario Advance 2,GameBoyAdvance,9-Feb-02,92,9,Nintendo,"Action,Platformer,2D",No info,28,185
ESPN NFL 2K5,Xbox,20-Jul-04,92,8,VisualConcepts,"Sports,Traditional,Football,Sim",4-Jan,42,126
Super Smash Bros. Melee,GameCube,2-Dec-01,92,9.1,HALLabs,"Action,Fighting,3D",4-Jan,38,866
Madden NFL 2003,Xbox,12-Aug-02,92,7.2,EATiburon,"Sports,Traditional,Football,Sim",4-Jan,16,18
Virtua Tennis,Dreamcast,8-Jun-00,92,7.3,Hitmaker,"Sports,Traditional,Tennis",No info,23,8
Rome: Total War,PC,22-Sep-04,92,9.1,CreativeAssembly,"Strategy,Real-Time,Historic,General,Historic",No Online Multiplayer,58,1340
Forza Motorsport 3,Xbox360,27-Oct-09,92,8.1,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 8 ,90,551
Okami HD,PC,12-Dec-17,92,7.9,Capcom,"Action Adventure,General",No Online Multiplayer,10,192
Undertale,PC,15-Sep-15,92,8.4,tobyfox,"Role-Playing,General,Japanese-Style",No Online Multiplayer,43,4446
Batman: Arkham Asylum,Xbox360,25-Aug-09,92,8.8,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,78,1253
Super Mario Sunshine,GameCube,25-Aug-02,92,8.5,Nintendo,"Action,Platformer,3D",1 Player,61,756
SSX 3,Xbox,20-Oct-03,92,8.2,EACanada,"Sports,Alternative,Snowboarding",2-Jan,27,29
SoulCalibur II,Xbox,27-Aug-03,92,8.7,Namco,"Action,Fighting,3D",2-Jan,39,63
Tony Hawk's Pro Skater,PlayStation,31-Aug-99,92,8.8,NeversoftEntertainment,"Sports,Alternative,Skateboarding",2-Jan,18,110
Thief: The Dark Project,PC,30-Nov-98,92,9,LookingGlassStudios,"Action Adventure,Fantasy,General,Fantasy",1 Player,18,397
Fire Emblem: Awakening,3DS,4-Feb-13,92,9.1,IntelligentSystems,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,72,1473
Age of Empires II: The Age of Kings,PC,30-Sep-99,92,9.1,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",Up to 8 ,21,1165
Final Fantasy X,PlayStation2,17-Dec-01,92,8.9,SquareSoft,"Role-Playing,Console-style RPG",1 Player,53,1673
Prince of Persia: The Sands of Time,GameCube,18-Nov-03,92,8.1,Ubisoft,"Action Adventure,Fantasy",1 Player,33,63
The Walking Dead: A Telltale Games Series,Xbox360,27-Apr-12,92,8.6,TelltaleGames,"Miscellaneous,Adventure,Compilation,Compilation,Point-and-Click",No Online Multiplayer,12,1224
Unreal Tournament (1999),PC,30-Nov-99,92,9,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Jan-32,21,601
Sid Meier's Alpha Centauri,PC,12-Feb-99,92,8.8,FiraxisGames,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",No info,19,249
Wave Race 64,Nintendo64,1-Nov-96,92,8.3,Nintendo,"Driving,Racing,Snow / Water",2-Jan,13,104
Divinity: Original Sin II - Definitive Edition,PlayStation4,31-Aug-18,92,7.9,LarianStudiosGames,"Role-Playing,Western-Style",Up to 4 ,46,393
Galactic Civilizations II: Twilight of the Arnor,PC,30-Apr-08,92,8.3,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",1 Player,19,138
Super Smash Bros. for Wii U,WiiU,21-Nov-14,92,8.9,BandaiNamcoGames,"Action,Fighting,Fighting,3D,2D,2D,3D",Up to 8 ,77,2035
Guitar Hero II,PlayStation2,7-Nov-06,92,8.4,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",2-Jan,69,146
Final Fantasy VII,PlayStation,3-Sep-97,92,9.1,SquareSoft,"Role-Playing,Console-style RPG",1 Player,20,2118
Rock Band,PlayStation3,20-Nov-07,92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,35,124
Chrono Trigger,DS,25-Nov-08,92,9.1,TOSE,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,57,653
Bayonetta 2,Switch,16-Feb-18,92,8.5,"Nintendo,PlatinumGames","Action Adventure,Linear",No Online Multiplayer,31,442
Journey,PlayStation3,13-Mar-12,92,8.8,ThatGameCompany,"Action,Adventure,General,Platformer,Platformer,3D,3D",No Online Multiplayer,78,1517
Xenoblade Chronicles,Wii,6-Apr-12,92,9.2,MonolithSoft,"Role-Playing,Action RPG,Console-style RPG,Action RPG",No Online Multiplayer,59,1337
Conker's Bad Fur Day,Nintendo64,4-Mar-01,92,9,RareLtd.,"Action,Platformer,3D",No info,19,355
Medal of Honor,PlayStation,31-Oct-99,92,8.8,DreamworksInteractive,"Action,Shooter,First-Person,Historic",2-Jan,17,156
PaRappa the Rapper,PlayStation,31-Oct-97,92,7.6,NanaOn-Sha,"Miscellaneous,Rhythm,Music",1 Player,15,79
Rock Band 2,Xbox360,14-Sep-08,92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4-Jan,69,164
Mario Kart 8 Deluxe,Switch,28-Apr-17,92,8.6,Nintendo,"Other,Racing,Arcade,Automobile",Up to 12 ,95,1952
The ICO & Shadow of the Colossus Collection,PlayStation3,27-Sep-11,92,8.7,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",No Online Multiplayer,58,658
Rayman Origins,Wii,15-Nov-11,92,8.5,UBlartMontpellier,"Action,Action Adventure,Platformer,Fantasy,Platformer,2D,2D",4-Jan,13,172
Metroid Prime 2: Echoes,GameCube,15-Nov-04,92,8.8,RetroStudios,"Action,Shooter,First-Person,Sci-Fi",4-Jan,60,387
Out of the Park Baseball 17,PC,22-Mar-16,92,3.3,OutOfTheParkDevelopments,"Sports,Baseball,Sim,Team",No info,8,237
Metroid Fusion,GameBoyAdvance,17-Nov-02,92,9,Nintendo,"Action Adventure,Sci-Fi",1 Player,44,313
The Witcher 3: Wild Hunt - Blood and Wine,PC,30-May-16,92,9.3,CDProjektRedStudio,"Role-Playing,Action RPG",No info,50,3088
Final Fantasy VI Advance,GameBoyAdvance,5-Feb-07,92,8.7,TOSE,"Role-Playing,Console-style RPG",2-Jan,25,412
Rayman Legends,WiiU,3-Sep-13,92,8.7,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,35,539
Tiger Woods PGA Tour 2003,PC,31-Oct-02,92,5.1,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",8-Jan,14,37
Madden NFL 2005,Xbox,9-Aug-04,91,7.4,EATiburon,"Sports,Traditional,Football,Sim",2  Online,39,30
Super Street Fighter IV,Xbox360,27-Apr-10,91,7.7,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8 ,55,129
Pac-Man Championship Edition DX,PlayStation3,23-Nov-10,91,7.8,NamcoBandaiGames,"Adventure,General,Action,General,General,Arcade",No info,25,91
Rock Band 2,PlayStation3,19-Oct-08,91,8,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,24,98
Microsoft Flight Simulator,PC,18-Aug-20,91,7.2,AsoboStudio,"Simulation,Flight,Civilian",Online Multiplayer,64,1123
Dark Souls II,Xbox360,11-Mar-14,91,7.9,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4 ,30,1035
Dishonored,PC,8-Oct-12,91,8.4,ArkaneStudios,"Action Adventure,Modern,General,Modern",No Online Multiplayer,29,4336
ESPN NFL Football,PlayStation2,3-Sep-03,91,8.5,VisualConcepts,"Sports,Traditional,Football,Sim",16-Jan,20,25
Medal of Honor: Allied Assault,PC,20-Jan-02,91,8.6,2015,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,34,509
Myth: The Fallen Lords,PC,31-Oct-97,91,8.5,"BungieSoftware,Bungie","Strategy,Real-Time,Fantasy,General,Fantasy",16-Jan,9,93
LittleBigPlanet 2,PlayStation3,18-Jan-11,91,8.6,MediaMolecule,"Action,Platformer,Platformer,3D,2D,3D",4  Online,86,754
INSIDE,Switch,28-Jun-18,91,8.5,PLAYDEAD,"Action,Platformer,2D",No Online Multiplayer,30,182
Guitar Hero,PlayStation2,7-Nov-05,91,8.6,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",2-Jan,65,203
World of Warcraft: Wrath of the Lich King,PC,13-Nov-08,91,7.9,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,47,1294
Rock Band 3,Wii,26-Oct-10,91,6.9,BackboneEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info,10,39
Metroid Prime Trilogy,Wii,24-Aug-09,91,9,RetroStudios,"Action,Miscellaneous,Shooter,Compilation,Compilation,First-Person,Sci-Fi",No Online Multiplayer,48,412
Overwatch,PC,23-May-16,91,6.5,BlizzardEntertainment,"General,Action,Shooter,First-Person,Tactical",Up to 12 ,64,5896
F1 Challenge '99-'02,PC,24-Jun-03,91,7.5,ElectronicArts,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",8-Jan,8,77
Tony Hawk's Pro Skater 4,GameCube,23-Oct-02,91,8.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",8-Jan,19,30
Madden NFL 2001,PlayStation2,23-Oct-00,91,7.5,EASports,"Sports,Traditional,Football,Sim",8-Jan,25,10
Baldur's Gate,PC,21-Dec-98,91,8.9,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",Up to 6 ,16,759
Bayonetta 2,WiiU,20-Sep-14,91,8.9,PlatinumGames,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,80,1328
The Witcher 3: Wild Hunt,XboxOne,19-May-15,91,9.2,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",No Online Multiplayer,13,4799
Rock Band 3,PlayStation3,26-Oct-10,91,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No info,34,101
Klonoa 2: Lunatea's Veil,PlayStation2,25-Jul-01,91,8.7,Namco,"Action,Platformer,3D",1 Player,18,113
IL-2 Sturmovik,PC,18-Nov-01,91,8.7,"1C,1CEntertainment","Simulation,Flight,WWII,WWII,Combat",Jan-32,12,164
Mario Tennis,Nintendo64,28-Aug-00,91,8.8,CamelotSoftwarePlanning,"Sports,Traditional,Tennis",No info,16,142
FreeSpace 2,PC,30-Sep-99,91,8.7,VolitionInc.,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",8-Jan,16,152
Colony Wars,PlayStation,31-Oct-97,91,8.2,Psygnosis,"Simulation,Sci-Fi,Small Spaceship",1 Player,12,21
Metal Gear Solid V: The Phantom Pain,PC,1-Sep-15,91,7.8,KojimaProductions,"Action Adventure,Modern,Open-World",Up to 16 ,13,2520
Ratchet & Clank: Up Your Arsenal,PlayStation2,3-Nov-04,91,9.1,InsomniacGames,"Action,Platformer,3D",8  Online,65,493
Resident Evil,GameCube,30-Apr-02,91,9.2,Capcom,"Action Adventure,Horror",1 Player,35,611
FIFA Soccer 10,PlayStation3,20-Oct-09,91,7.6,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,56,225
Assassin's Creed II,PlayStation3,17-Nov-09,91,8.6,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,70,1747
Metal Gear Solid 3: Snake Eater,PlayStation2,17-Nov-04,91,9.1,KCEJ,"Action Adventure,Modern",1 Player,68,1523
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,27-Sep-19,91,8.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,50,571
Twisted Metal: Black,PlayStation2,18-Jun-01,91,8.5,IncognitoInc.,"Driving,Car Combat",4-Jan,15,125
Spyro: Year of the Dragon,PlayStation,23-Oct-00,91,8.9,InsomniacGames,"Action,Platformer,3D",1 Player,15,345
Tomb Raider,PlayStation,15-Nov-96,91,8.4,CoreDesignLtd.,"Action Adventure,Modern",1 Player,13,237
Overwatch,XboxOne,23-May-16,91,5.9,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",Up to 12 ,18,917
Sekiro: Shadows Die Twice,XboxOne,22-Mar-19,91,8,FromSoftware,"Action Adventure,General",No Online Multiplayer,31,696
Resident Evil 4: Wii Edition,Wii,19-Jun-07,91,8.9,Capcom,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,49,467
Shadow of the Colossus,PlayStation2,18-Oct-05,91,9.1,SCEJapanStudio,"Action Adventure,Fantasy",1 Player,77,1325
Forza Horizon 3,XboxOne,23-Sep-16,91,8,PlaygroundGames,"Racing,Simulation,Automobile",Up to 12 ,91,1130
Peggle,PlayStation3,19-Nov-09,91,7.4,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No info,10,65
The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,28-Feb-03,91,8.9,Nintendo,"Action Adventure,Fantasy",1 Player,10,181
Borderlands 2,PlayStation3,18-Sep-12,91,8.2,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 4 ,25,996
Sonic Mania Plus,Switch,17-Jul-18,91,8,"Sega,Tantalus","Action,Platformer,2D",Up to 4 ,24,292
Tom Clancy's Splinter Cell,PC,19-Feb-03,91,8.5,UbisoftMontreal,"Action Adventure,Modern,General,Modern",No Online Multiplayer,20,408
Dead Cells,XboxOne,7-Aug-18,91,8,MotionTwin,"Action,Platformer,2D",No Online Multiplayer,18,114
Kentucky Route Zero - Act III,PC,6-May-14,91,6.7,CardboardComputer,"Adventure,General",No info,7,165
NCAA Football 2003,PlayStation2,20-Jul-02,91,8.4,EASports,"Sports,Traditional,Football,Sim",8-Jan,19,27
Crysis,PC,13-Nov-07,91,8.1,Crytek,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer,56,2503
Ninja Gaiden,Xbox,2-Mar-04,91,8.8,TeamNinja,"Action Adventure,Fantasy",1 Player,89,182
God of War: Chains of Olympus,PSP,4-Mar-08,91,8.5,ReadyatDawn,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,79,816
Final Fantasy XIV: Shadowbringers,PlayStation4,2-Jul-19,91,8.4,SquareEnix,"Role-Playing,Massively Multiplayer",No info,18,276
DOA2: Hardcore,PlayStation2,25-Oct-00,91,8,TeamNinja,"Action,Fighting,3D",4-Jan,20,62
World of Warcraft: The Burning Crusade,PC,16-Jan-07,91,8.1,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,46,1041
MLB 10: The Show,PlayStation3,2-Mar-10,91,8.2,SCEA,"Sports,Traditional,Team,Baseball,Sim,Sim",2,33,112
Shadow of the Colossus,PlayStation4,6-Feb-18,91,7.8,"BluepointGames,SCEJapanStudio","Action Adventure,General",No Online Multiplayer,100,2114
Yoshi's Island: Super Mario Advance 3,GameBoyAdvance,24-Sep-02,91,8.9,Nintendo,"Action,Platformer,2D",4-Jan,26,162
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation4,30-May-16,91,9.1,CDProjektRedStudio,"Role-Playing,Action RPG",No info,27,1640
Tiger Woods PGA Tour 2005,PC,20-Sep-04,91,3.9,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",8-Jan,16,49
ESPN NFL Football,Xbox,3-Sep-03,91,7.8,VisualConcepts,"Sports,Traditional,Football,Sim",4-Jan,25,51
NCAA Football 2003,GameCube,20-Jul-02,91,6.6,EASports,"Sports,Traditional,Football,Sim",2-Jan,11,8
The Longest Journey,PC,16-Nov-00,91,8.7,Funcom,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy",1 Player,26,523
Tony Hawk's Pro Skater 2,PC,25-Oct-00,91,8.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",4-Jan,22,204
Star Wars Jedi Knight: Dark Forces II,PC,9-Oct-97,91,8.6,LucasArts,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Up to 32 ,10,199
Batman: Arkham Asylum,PC,15-Sep-09,91,8.7,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,29,2391
Halo: Reach,Xbox360,14-Sep-10,91,8.2,Bungie,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",4-Jan,99,2486
Galactic Civilizations II: Dark Avatar,PC,14-Feb-07,91,7.8,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",1 Player,22,49
Mass Effect,Xbox360,20-Nov-07,91,8.7,BioWare,"Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style",No Online Multiplayer,74,1913
The Operative: No One Lives Forever,PC,11-Nov-00,91,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",16-Jan,32,216
Crusader Kings III,PC,1-Sep-20,91,8.4,ParadoxInteractive,"Strategy,Real-Time,General",Online Multiplayer,59,297
Forza Motorsport 4,Xbox360,11-Oct-11,91,8.3,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 16 ,83,673
Resident Evil,PlayStation,30-Mar-96,91,9,Capcom,"Action Adventure,Horror",1 Player,8,526
Battlefield 2,PC,21-Jun-05,91,8.4,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",64  Online,55,1017
God of War Collection,PlayStation3,17-Nov-09,91,8.7,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",No Online Multiplayer,50,678
Celeste,PlayStation4,25-Jan-18,91,7.2,MattMakesGamesInc.,"Action,Platformer,2D",No Online Multiplayer,7,321
Madden NFL 2005,PlayStation2,9-Aug-04,91,8,EATiburon,"Sports,Traditional,Football,Sim",2  Online,30,83
Tony Hawk's Pro Skater 3,GameCube,13-Nov-01,91,8.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",No info,27,34
Street Fighter IV,PC,1-Jul-09,91,7.8,Capcom,"Action,Fighting,Fighting,3D,2D,3D",2  Online,23,414
Fallout 3,PC,28-Oct-08,91,7.8,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",No Online Multiplayer,48,4462
Batman: Arkham City,PC,21-Nov-11,91,8.7,RocksteadyStudios,"Action Adventure,Fantasy,Fantasy,Open-World",No info,27,2464
Fez,PC,1-May-13,91,6.7,PolytronCorp.,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,11,1158
Planescape: Torment,PC,14-Dec-99,91,9.2,BlackIsleStudios,"Role-Playing,General,PC-style RPG,Western-Style",No Online Multiplayer,22,1049
Gears of War 3,Xbox360,20-Sep-11,91,8,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 10 ,96,1750
Killzone 2,PlayStation3,27-Feb-09,91,8.1,Guerrilla,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 32 ,94,1672
Neverwinter Nights,PC,16-Jun-02,91,8.1,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",Online Multiplayer,34,610
Batman: Arkham Asylum,PlayStation3,25-Aug-09,91,8.9,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,70,1498
Castlevania: Aria of Sorrow,GameBoyAdvance,6-May-03,91,8.8,KCET,"Action,Platformer,2D",2-Jan,29,185
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,30-Sep-02,91,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,29,241
INSIDE,PlayStation4,23-Aug-16,91,8.4,PLAYDEAD,"Action,Platformer,2D",No info,18,785
Legacy of Kain: Soul Reaver,PlayStation,16-Aug-99,91,8.9,CrystalDynamics,"Action Adventure,Horror",1 Player,17,205
Dragon Age: Origins,PC,3-Nov-09,91,8.7,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No Online Multiplayer,67,4378
Golden Sun,GameBoyAdvance,11-Nov-01,91,9,CamelotSoftwarePlanning,"Role-Playing,Console-style RPG",2-Jan,29,285
Rayman Legends,PlayStation3,3-Sep-13,91,8.7,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,23,361
F1 2020,XboxOne,10-Jul-20,91,7.1,Codemasters,"Racing,Simulation,Automobile",2,20,84
Mark of the Ninja,PC,16-Oct-12,91,8,KleiEntertainment,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,14,1077
Disco Elysium,PC,15-Oct-19,91,8.4,ZA/UM,"Role-Playing,General",No Online Multiplayer,64,804
World Soccer Winning Eleven 8 International,PlayStation2,1-Feb-05,91,8.3,KCET,"Sports,Traditional,Soccer,Sim",8-Jan,26,50
SteamWorld Heist: Ultimate Edition,Switch,28-Dec-17,91,8.5,Image&Form,"Strategy,Turn-Based,General",No Online Multiplayer,9,140
The Legend of Zelda: A Link Between Worlds,3DS,22-Nov-13,91,9,Nintendo,"Action RPG,Role-Playing,Action Adventure,General,Action RPG,Open-World",No Online Multiplayer,81,1505
Spelunky 2,PC,29-Sep-20,91,7,"Mossmouth,Bitworks","Action,Platformer,2D",Online Multiplayer,15,52
NieR: Automata - Game of the YoRHa Edition,PlayStation4,26-Feb-19,91,8.6,PlatinumGames,"Role-Playing,Action RPG",No Online Multiplayer,10,468
Dark Souls II,PC,25-Apr-14,91,7.2,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4 ,36,2703
Castlevania: Circle of the Moon,GameBoyAdvance,10-Jun-01,91,8.5,KCEK,"Action,Platformer,2D",1 Player,22,90
Resident Evil 2,PlayStation4,25-Jan-19,91,8.9,CapcomR&DDivision1,"Action Adventure,Survival",No Online Multiplayer,85,3507
Far Cry 3,Xbox360,4-Dec-12,91,8.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 4 ,39,1406
Dark Souls II,PlayStation3,11-Mar-14,91,8.1,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4 ,69,1266
Shovel Knight: Treasure Trove,Switch,3-Mar-17,91,8.2,YachtClubGames,"Action,Platformer,2D",No Online Multiplayer,17,425
flower,PlayStation4,15-Nov-13,91,7.3,BluepointGames,"General,Miscellaneous,General",1 Player,11,716
Mario Kart DS,DS,14-Nov-05,91,8.7,Nintendo,"Driving,Racing,Arcade,Kart,Kart,Automobile",No Online Multiplayer,64,657
Call of Duty,PC,29-Oct-03,91,8.5,InfinityWard,"Action,Shooter,Shooter,First-Person,Third-Person,Historic,Tactical,Historic,Arcade",Jan-32,44,1035
Madden NFL 2004,PC,12-Aug-03,91,7.1,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",8-Jan,13,28
Mario Golf,Nintendo64,30-Jun-99,91,8,CamelotSoftwarePlanning,"Sports,Traditional,Golf,Arcade",4-Jan,14,38
Crash Bandicoot 3: Warped,PlayStation,31-Oct-98,91,9,NaughtyDog,"Action,Platformer,3D",1 Player,12,705
Assassin's Creed II,Xbox360,17-Nov-09,90,8.8,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,82,1653
